normalized_label,canonical_label_current,mention_count,unique_docs,source_types,example_mentions,in_alias_dictionary
LOPEZ MATEOS ADMINISTRATION,LOPEZ MATEOS ADMINISTRATION,1,1,Government,Lopez Mateos administration,False
LORD HOME,LORD HOME,1,1,Person,Lord Home,False
LORD ISMAY,LORD ISMAY,1,1,Person,Lord Ismay,False
LORD LEATHERS,LORD LEATHERS,1,1,Person,Lord Leathers,False
LORD RADCLIFFE,LORD RADCLIFFE,1,1,Person,Lord Radcliffe,False
LORD READING,LORD READING,1,1,Person,Lord Reading,False
LORD ROBERT CECIL,LORD ROBERT CECIL,1,1,Person,Lord Robert Cecil,False
LOTT,HENRIQUE TEIXEIRA LOTT,1,1,Person,Lott,True
LOWER AUSTRIA,LOWER AUSTRIA,1,1,Location,Lower Austria,False
LSSP,LANKA SAMA SAMAJ PARTY (LSSP),1,1,PoliticalGroup,LSSP,True
LT GEN SONG YO-CHAN,SONG YO-CHAN,1,1,Person,Lt Gen Song Yo-chan,True
LT. COL. AKRAM DAYRI,LT. COL. AKRAM DAYRI,1,1,Person,Lt. Col. Akram Dayri,False
LT. COL. ALBERTO MITTMAN,LT. COL. ALBERTO MITTMAN,1,1,Person,Lt. Col. Alberto Mittman,False
LT. COL. ARNALDO SCHULZ,LT. COL. ARNALDO SCHULZ,1,1,Person,Lt. Col. Arnaldo Schulz,False
LT. COL. BUSIRI,LT. COL. BUSIRI,1,1,Person,Lt. Col. Busiri,False
LT. COL. GAHARU,LT. COL. GAHARU,1,1,Person,Lt. Col. Gaharu,False
LT. COL. JOHN LIE,LT. COL. JOHN LIE,1,1,Person,Lt. Col. John Lie,False
LT. COL. JULIO RIVERA,LT. COL. JULIO RIVERA,1,1,Person,Lt. Col. Julio Rivera,False
LT. COL. KIM CHONG-PIL,LT. COL. KIM CHONG-PIL,1,1,Person,Lt. Col. Kim Chong-pil,False
LT. COL. MUSTAFA,LT. COL. MUSTAFA,1,1,Person,Lt. Col. Mustafa,False
LT. COL. MUSTAFAH HAMDUN,COL. MUSTAFA HAMDUN,1,1,Person,Lt. Col. Mustafah Hamdun,True
LT. COL. NASUTION,GENERAL NASUTION,1,1,Person,Lt. Col. Nasution,True
LT. COL. RUKMITO,LT. COL. RUKMITO,1,1,Person,Lt. Col. Rukmito,False
LT. COL. SHISHAKLI,SHISHAKLI,1,1,Person,Lt. Col. Shishakli,True
LT. COL. SIHO,LT. COL. SIHO,1,1,Person,Lt. Col. Siho,False
LT. COL. YUSUF SHUMAYAT,LT. COL. YUSUF SHUMAYAT,1,1,Person,Lt. Col. Yusuf Shumayat,False
LT. COLONEL NELSON ROLON,LT. COLONEL NELSON ROLON,1,1,Person,Lt. Colonel Nelson Rolon,False
LT. DEUANE,LT. DEUANE,1,1,Person,Lt. Deuane,False
LT. GEN. AFIF BIZRI,LT. GEN. AFIF BIZRI,1,1,Person,Lt. Gen. Afif Bizri,False
LT. GEN. BAKHTIAR RANA,LT. GEN. BAKHTIAR RANA,1,1,Person,Lt. Gen. Bakhtiar Rana,False
LT. GEN. BOURNE,LT. GEN. BOURNE,1,1,Person,Lt. Gen. Bourne,False
LT. GEN. CHOI YONG-NOK,CHOI KYONG-NOK,1,1,Person,Lt. Gen. Choi Yong-nok,True
LT. GEN. KIM CHONG-O,KIM CHONG-O,1,1,Person,Lt. Gen. Kim Chong-o,True
LT. GEN. LE VAN TY,LE VAN TY,1,1,Person,Lt. Gen. Le Van Ty,True
LT. GEN. NAJIB AL-,LT. GEN. NAJIB AL-,1,1,Person,Lt. Gen. Najib al-,False
LT. GEN. NAJIB AL-RUBAI,LT. GEN. NAJIB AL-RUBAI,1,1,Person,Lt. Gen. Najib al-Rubai,False
LT. GEN. RUBAI,LT. GEN. RUBAI,1,1,Person,Lt. Gen. Rubai,False
LT. GEN. SHEIKH,LT. GEN. SHEIKH,1,1,Person,Lt. Gen. Sheikh,False
LT. GEN. TEIMUR BAKHTIAR,GENERAL BAKHTIAR,1,1,Person,Lt. Gen. Teimur Bakhtiar,True
LT. GEN. YI CHONG-CHAN,YI CHONG-CHAN,1,1,Person,Lt. Gen. Yi Chong-chan,True
LT. GENERAL CHOI YUONG-HUI,LT. GENERAL CHOI YUONG-HUI,1,1,Person,Lt. General Choi Yuong-hui,False
LT. GENERAL HABIBULLAH,LT. GEN. HABIBULLAH,1,1,Person,Lt. General Habibullah,True
LT. GENERAL MUZAFFER ALANKUS,LT. GENERAL MUZAFFER ALANKUS,1,1,Person,Lt. General Muzaffer Alankus,False
LT. GENERAL SAHABETTIN METEL,LT. GENERAL SAHABETTIN METEL,1,1,Person,Lt. General Sahabettin Metel,False
LT. GENERAL SIR HAROLD BRIGGS,LT. GENERAL SIR HAROLD BRIGGS,1,1,Person,Lt. General Sir Harold Briggs,False
LT. GENERAL SONG YO-CHAN,SONG YO-CHAN,1,1,Person,Lt. General Song Yo-chan,True
LT. GENERAL TIMUR BAKHTIAR,GENERAL BAKHTIAR,1,1,Person,Lt. General Timur Bakhtiar,True
LT. GENERAL WHEELER,LT. GENERAL WHEELER,1,1,Person,Lt. General Wheeler,False
LT. GENERAL YI HAN-LIM,YI HAN-LIM,1,1,Person,Lt. General Yi Han-lim,True
LT/COL. SUMUAL,LT/COL. SUMUAL,1,1,Military,Lt/Col. Sumual,False
LU,LU,1,1,Person,Lu,False
LU TING-I,LU TING-I,1,1,Person,Lu Ting-i,False
LU TING-YI,LU TING-YI,1,1,Person,Lu Ting-yi,False
LUALABA STATE,LUALABA,1,1,Government,Lualaba state,True
LUCHIAO AIRFIELD,LUCHIAO AIRFIELD,1,1,Location,Luchiao airfield,False
LUCIO LARA,LUCIO LARA,1,1,Person,Lucio Lara,False
LUGANO,LUGANO,1,1,Location,Lugano,False
LUIS ESTEVES FERNANDES,LUIS ESTEVES FERNANDES,1,1,Person,Luis Esteves Fernandes,False
LUIS LAPUENTE,LUIS LAPUENTE,1,1,Person,Luis Lapuente,False
LUKMAN HAKIM,LUKMAN HAKIM,1,1,Person,Lukman Hakim,False
LULUABURG,LULUABURG,1,1,Location,Luluaburg,False
LUMUMBA GOVERNMENT,LUMUMBA GOVERNMENT,1,1,Government,Lumumba government,False
LUMUMBAS GOVERNMENT,LUMUMBAS GOVERNMENT,1,1,Government,Lumumba's government,False
LUMUMBAS NATIONAL CONGOLESE MOVEMENT,LUMUMBAS NATIONAL CONGOLESE MOVEMENT,1,1,PoliticalGroup,Lumumba's National Congolese Movement,False
LUMUMBIST,LUMUMBIST,1,1,PoliticalGroup,Lumumbist,False
LUNGCHI AIRFIELD,LUNGCHI AIRFIELD,1,1,Location,Lungchi airfield,False
LUNIK,LUNIK I,1,1,Other,Lunik,True
LUNIK I,LUNIK I,1,1,Other,Lunik I,False
LUNIK II,LUNIK II,1,1,Other,Lunik II,False
LUNIK III,LUNIK III,1,1,Other,Lunik III,False
LUTFI KIRDAR,LUTFI KIRDAR,1,1,Person,Lutfi Kirdar,False
LUTHERAN CHURCH,LUTHERAN CHURCH,1,1,ReligiousGroup,Lutheran Church,False
LUTHULI,ALBERT LUTHULI,1,1,Person,Luthuli,True
LUTZU,LUTZU,1,1,Location,Lutzu,False
LUTZU ISLAND,LUTZU ISLAND,1,1,Location,Lutzu Island,False
LUXEMBOURG FOREIGN MINISTRY,LUXEMBOURG FOREIGN MINISTRY,1,1,Organization,Luxembourg Foreign Ministry,False
LUXEMBOURG FOREIGN OFFICE,LUXEMBOURG FOREIGN OFFICE,1,1,Organization,Luxembourg Foreign Office,False
LUXEMBOURGIAN EDC DELEGATION,LUXEMBOURGIAN EDC DELEGATION,1,1,PoliticalGroup,Luxembourgian EDC delegation,False
LUXOR AIRPORT,LUXOR AIRPORT,1,1,Location,Luxor airport,False
LVOV,LVOV,1,1,Location,Lvov,False
LYDDA AIRFIELD,LYDDA AIRFIELD,1,1,Location,Lydda airfield,False
LYNDON BURNHAM,LYNDON BURNHAM,1,1,Person,Lyndon Burnham,False
LYON,LYON,1,1,Person,Lyon,False
LYTTELTON,LYTTELTON,1,1,Person,Lyttelton,False
LÉOPOLD SÉDAR SENGHOR,LÉOPOLD SÉDAR SENGHOR,1,1,Person,Léopold Sédar Senghor,False
M. A. YASNOV,M. A. YASNOV,1,1,Person,M. A. Yasnov,False
M. ANTONIOLI,M. ANTONIOLI,1,1,Person,M. Antonioli,False
M. B. MITIN,M. B. MITIN,1,1,Person,M. B. Mitin,False
M. D. A. BAGIROV,M. D. BAGIROV,1,1,Person,M. D. A. Bagirov,True
M. D. C. DE WET NEL,M. D. C. DE WET NEL,1,1,Person,M. D. C. de Wet Nel,False
M. D. SYTENKO,M. D. SYTENKO,1,1,Person,M. D. Sytenko,False
M. H. LUKMAN,M. H. LUKMAN,1,1,Person,M. H. Lukman,False
M. J. DESAI,M. J. DESAI,1,1,Person,M. J. Desai,False
M. T. FEDORENKO,M. T. FEDORENKO,1,1,Person,M. T. Fedorenko,False
M. V. KHRUNICHEV,M. V. KHRUNICHEV,1,1,Person,M. V. Khrunichev,False
MA HSIAO-CHUN,MA HSIAO-CHUN,1,1,Person,Ma Hsiao-chun,False
MA-TSU,MA-TSU,1,1,Location,MA-TSU,False
MAAG (FORMOSA),MAAG,1,1,Organization,MAAG (Formosa),True
MAAN,MAAN,1,1,Location,Maan,False
MAARIV,MAARIV,1,1,Organization,Maariv,False
MAC,MIXED ARMISTICE COMMISSION,1,1,Organization,MAC,True
MACAPAGAL,DIOSDADO MACAPAGAL,1,1,Person,Macapagal,True
MACH IANG,MACH IANG,1,1,Location,Mach iang,False
MACHINE TRACTOR STATION (MTS),MACHINE TRACTOR STATION (MTS),1,1,Other,Machine Tractor Station (MTS),False
MADADHA,MADADHA,1,1,Person,Madadha,False
MADAGASCAR,MADAGASCAR,1,1,Location,Madagascar,False
MADAME LI TE-CHUAN,MADAME LI TE-CHUAN,1,1,Person,Madame Li Te-chuan,False
MADAME RHEE,RHEE,1,1,Person,Madame Rhee,True
MADAME SUN YAT-SEN,MADAME SUN YAT-SEN,1,1,Person,Madame Sun Yat-sen,False
MADANI,MADANI,1,1,Person,Madani,False
MADANOGLU,GENERAL MADANOGLU,1,1,Person,Madanoglu,True
MADRAS STATE,MADRAS,1,1,Location,Madras state,True
MADRID GOVERNMENT,MADRID GOVERNMENT,1,1,Government,Madrid government,False
MADRID POLICE,MADRID POLICE,1,1,Organization,Madrid police,False
MAFRAK AIRFIELD,MAFRAK AIRFIELD,1,1,Other,Mafrak airfield,False
MAGDEBURG,MAGDEBURG,1,1,Location,Magdeburg,False
MAGLOIRE REGIME,MAGLOIRE REGIME,1,1,PoliticalGroup,Magloire regime,False
MAGLOIRIST GROUP,MAGLOIRIST GROUP,1,1,PoliticalGroup,Magloirist group,False
MAHADEVI,MAHADEVI,1,1,Person,Mahadevi,False
MAHAJANA EKSATH PERAMUNA,MAHAJANA EKSATH PERAMUNA,1,1,PoliticalGroup,Mahajana Eksath Peramuna,False
MAHAMUD KUZBARI,MAHAMUD KUZBARI,1,1,Person,Mahamud Kuzbari,False
MAHARAJ KUMAR OF SIKKIM,MAHARAJ KUMAR OF SIKKIM,1,1,Person,Maharaj Kumar of Sikkim,False
MAHARAJAH OF BHUTAN,MAHARAJAH OF BHUTAN,1,1,Person,Maharajah of Bhutan,False
MAHDAWI,COL. MAHDAWI,1,1,Person,Mahdawi,True
MAHMOUD CHERIF,MAHMOUD CHERIF,1,1,Person,Mahmoud Cherif,False
MAHMOUD FAWZI,MAHMOUD FAWZI,1,1,Person,Mahmoud Fawzi,False
MAHMOUD ROUSSAN,MAHMOUD ROUSSAN,1,1,Person,Mahmoud Roussan,False
MAHMUD FAWZI,FAWZI,1,1,Person,Mahmud Fawzi,True
MAHMUD HARBI,MAHMUD HARBI,1,1,Person,Mahmud Harbi,False
MAHMUD MUNTASSER,MAHMUD MUNTASSIR,1,1,Person,Mahmud Muntasser,True
MAHMUD SHAWKAT,COL. MAHMUD SHAWKAT,1,1,Person,Mahmud Shawkat,True
MAHROUSSA,MAHROUSSA,1,1,Other,Mahroussa,False
MAIMANA,MAIMANA,1,1,Location,Maimana,False
MAJ. GEN. A. SHALIMOV,MAJ. GEN. A. SHALIMOV,1,1,Person,Maj. Gen. A. Shalimov,False
MAJ. GEN. ABDI,MAJ. GEN. ABDI,1,1,Person,Maj. Gen. Abdi,False
MAJ. GEN. BEN HAMOU KETTANI,GENERAL BEN HAMOU KETTANI,1,1,Person,Maj. Gen. Ben Hamou Kettani,True
MAJ. GEN. DAGHISTANI,MAJ. GEN. DAGHISTANI,1,1,Person,Maj. Gen. Daghistani,False
MAJ. GEN. HASAN BASHIR NASIR,HASAN BASHIR NASIR,1,1,Person,Maj. Gen. Hasan Bashir Nasir,True
MAJ. GEN. ISMAIL,MAJ. GEN. ISMAIL,1,1,Person,Maj. Gen. Ismail,False
MAJ. GEN. ROMAN,MAJ. GEN. ROMAN,1,1,Person,Maj. Gen. Roman,False
MAJ. GEN. SANTOS MELIDO MARTE,MAJ. GEN. SANTOS MELIDO MARTE,1,1,Person,Maj. Gen. Santos Melido Marte,False
MAJ. GEN. TALAAT FARID,MAJ. GEN. TALAAT FARID,1,1,Person,Maj. Gen. Talaat Farid,False
MAJ. GENERAL MEHMET SHEHU,MEHMET SHEHU,1,1,Person,Maj. General Mehmet Shehu,True
MAJ. GENERAL PAK CHONG-HUI,PAK CHONG-HUI,1,1,Person,Maj. General Pak Chong-hui,True
MAJ. SOMBA,MAJ. SOMBA,1,1,Person,Maj. Somba,False
MAJALLI CABINET,MAJALLI CABINET,1,1,Government,Majalli cabinet,False
MAJOR ABD AL-HAMID SARRAJ,ABD AL-HAMID SARRAJ,1,1,Person,Major Abd al-Hamid Sarraj,True
MAJOR CHE GUEVARA,CHE GUEVARA,1,1,Person,Major Che Guevara,True
MAJOR ERNESTO GUEVARA,ERNESTO GUEVARA,1,1,Person,Major Ernesto Guevara,True
MAJOR FATHI AL-DIB,MAJOR FATHI AL-DIB,1,1,Person,Major Fathi al-Dib,False
MAJOR GENERAL ABD AL-RAZZAQ ABD AL-WAHHAB,MAJOR GENERAL ABD AL-RAZZAQ ABD AL-WAHHAB,1,1,Military,Major General Abd al-Razzaq Abd al-Wahhab,False
MAJOR GENERAL ABD AL-WAHAB SHAKIR,MAJOR GENERAL ABD AL-WAHAB SHAKIR,1,1,Military,Major General Abd al-Wahab Shakir,False
MAJOR GENERAL AHMAD ABDULLAH HAMID,MAJOR GENERAL AHMAD ABDULLAH HAMID,1,1,Person,Major General Ahmad Abdullah Hamid,False
MAJOR GENERAL ALEKSEI KISLENKO,MAJOR GENERAL ALEKSEI KISLENKO,1,1,Person,Major General Aleksei Kislenko,False
MAJOR GENERAL ALLAH AL-DIN MAHMUD,MAJOR GENERAL ALLAH AL-DIN MAHMUD,1,1,Military,Major General Allah al-Din Mahmud,False
MAJOR GENERAL BIZRI,BIZRI,1,1,Person,Major General Bizri,True
MAJOR GENERAL CARLOS TORANZO MONTER,TORANZO MONTERO,1,1,Person,Major General Carlos Toranzo Monter,True
MAJOR GENERAL CHASE,GENERAL CHASE,1,1,Person,Major General Chase,True
MAJOR GENERAL HABIS MAJALI,MAJOR GENERAL HABIS MAJALI,1,1,Person,Major General Habis Majali,False
MAJOR GENERAL HAKIM AMIR,AMIR,1,1,Person,Major General Hakim Amir,True
MAJOR GENERAL HASAN BASHIR NASR,MAJOR GENERAL HASAN BASHIR NASR,1,1,Person,Major General Hasan Bashir Nasr,False
MAJOR GENERAL HIYARI,HIYARI,1,1,Person,Major General Hiyari,True
MAJOR GENERAL LATIF,GENERAL LATIF,1,1,Person,Major General Latif,True
MAJOR GENERAL MONIRETH,PRINCE MONIRETH,1,1,Person,Major General Monireth,True
MAJOR GENERAL MUZHIR ISMAIL SHAWA,MAJOR GENERAL MUZHIR ISMAIL SHAWA,1,1,Military,Major General Muzhir Ismail Shawa,False
MAJOR GENERAL PAL MALETER,MAJOR GENERAL PAL MALETER,1,1,Person,Major General Pal Maleter,False
MAJOR GENERAL RADHI INNAB,MAJOR GENERAL RADHI INNAB,1,1,Person,Major General Radhi Innab,False
MAJOR GENERAL RILEY,GENERAL RILEY,1,1,Person,Major General Riley,True
MAJOR GENERAL SADIQ SHARA,SADIQ SHARA,1,1,Person,Major General Sadiq Shara,True
MAJOR GENERAL SELO,COLONEL SELO,1,1,Person,Major General Selo,True
MAJOR GENERAL SPIRO MOISIU,MAJOR GENERAL SPIRO MOISIU,1,1,Person,Major General Spiro Moisiu,False
MAJOR GENERAL TARIQ SAID FAHMI,MAJOR GENERAL TARIQ SAID FAHMI,1,1,Person,Major General Tariq Said Fahmi,False
MAJOR GENERAL TIOULONG,TIOULONG,1,1,Person,Major General Tioulong,True
MAJOR GENERAL VOVSI,MAJOR GENERAL VOVSI,1,1,Person,Major General Vovsi,False
MAJOR GENERAL WAHAB,MAJOR GENERAL WAHAB,1,1,Person,Major General Wahab,False
MAJOR GENERAL YEGOROV,MAJOR GENERAL YEGOROV,1,1,Person,Major General Yegorov,False
MAJOR GHAZI AL-KHATIB,MAJOR GHAZI AL-KHATIB,1,1,Person,Major Ghazi al-Khatib,False
MAJOR MARSUDI,MAJOR MARSUDI,1,1,Person,Major Marsudi,False
MAJOR NAINGGOLAN,NAINGGOLAN,1,1,Person,Major Nainggolan,True
MAJOR PEDRO DIAZ LANZ,MAJOR PEDRO DIAZ LANZ,1,1,Person,Major Pedro Diaz Lanz,False
MAJOR ROBERTO GALVEZ,ROBERTO GALVEZ,1,1,Person,Major Roberto Galvez,True
MAJOR RUBIO MELHADO,MAJOR RUBIO MELHADO,1,1,Person,Major Rubio Melhado,False
MAJOR SALAH SALAM,MAJOR SALAH SALAM,1,1,Person,Major Salah Salam,False
MAJOR SALIM,MAJOR SALIM,1,1,Person,Major Salim,False
MAJOR SAMOSIR,MAJOR SAMOSIR,1,1,Person,Major Samosir,False
MAJOR SARRAJ,SARRAJ,1,1,Person,Major Sarraj,True
MAKI,MAKI,1,1,Person,Maki,False
MALACKY,MALACKY,1,1,Location,Malacky,False
MALAGASY GOVERNMENT,MALAGASY GOVERNMENT,1,1,Government,Malagasy government,False
MALAWI CONGRESS PARTY,MALAWI CONGRESS PARTY,1,1,PoliticalGroup,Malawi Congress party,False
MALAY-CHINESE ALLIANCE,MALAY-CHINESE ALLIANCE,1,1,PoliticalGroup,Malay-Chinese alliance,False
MALAY-CHINESE-INDIAN ALLIANCE,MALAY-CHINESE-INDIAN ALLIANCE,1,1,PoliticalGroup,Malay-Chinese-Indian Alliance,False
MALAYAN COMMUNIST MOVEMENT,MALAYAN COMMUNIST MOVEMENT,1,1,PoliticalGroup,Malayan Communist movement,False
MALAYAN COMMUNISTS,MALAYAN COMMUNIST PARTY,1,1,PoliticalGroup,Malayan Communists,True
MALAYAN FORCE,MALAYAN FORCE,1,1,Military,Malayan force,False
MALAYAN POLICE,MALAYAN POLICE,1,1,Organization,Malayan Police,False
MALAYAN PRIME MINISTER ABDUL RAHMAN,MALAYAN PRIME MINISTER ABDUL RAHMAN,1,1,Person,Malayan Prime Minister Abdul Rahman,False
MALAYAN PRIME MINISTER RAHMAN,MALAYAN PRIME MINISTER ABDUL RAHMAN,1,1,Person,Malayan Prime Minister Rahman,True
MALAYAN RACES LIBERATION PARTY,MALAYAN RACES LIBERATION PARTY,1,1,PoliticalGroup,Malayan Races Liberation Party,False
MALDIVIAN GOVERNMENT,MALDIVIAN GOVERNMENT,1,1,Government,Maldivian Government,False
MALDIVIANS,MALDIVIANS,1,1,Other,Maldivians,False
MALENKOV GOVERNMENT,MALENKOV GOVERNMENT,1,1,Government,Malenkov government,False
MALENKOV REGIME,MALENKOV REGIME,1,1,Government,Malenkov regime,False
MALI FEDERATION OF SENEGAL AND SOUDAN,MALI FEDERATION OF SENEGAL AND SOUDAN,1,1,Government,Mali Federation of Senegal and Soudan,False
MALI UN CONTINGENT,MALI UN CONTINGENT,1,1,Military,Mali UN contingent,False
MALIAN AMBASSADOR,MALIAN AMBASSADOR,1,1,Person,Malian ambassador,False
MALIAN GOVERNMENT,MALI GOVERNMENT,1,1,Government,Malian Government,True
MALIK FEROZ KHAN NOON,MALIK FEROZ KHAN NOON,1,1,Person,Malik Feroz Khan Noon,False
MALINKE,MALINKE,1,1,Other,Malinke,False
MALKAT SHEVA,MALKAT SHEVA,1,1,Other,Malkat Sheva,False
MALKI,MALKI,1,1,Person,Malki,False
MANABI EXPLORATION COMPANY,MANABI EXPLORATION COMPANY,1,1,Organization,Manabi Exploration Company,False
MANAHAN,MANUEL MANAHAN,1,1,Person,Manahan,True
MANCHENO,MANCHENO,1,1,Person,Mancheno,False
MANCHESTER GUARDIAN,MANCHESTER GUARDIAN,1,1,Organization,Manchester Guardian,False
MANCINELLI,GENERAL MANCINELLI,1,1,Person,Mancinelli,True
MANGAL TRIBES,MANGAL TRIBES,1,1,PoliticalGroup,Mangal tribes,False
MANGLAPUS,MANGLAPUS,1,1,Person,Manglapus,False
MANILA CONFERENCE,MANILA CONFERENCE,1,1,Other,Manila Conference,False
MANILA PACT SIGNATORIES,MANILA PACT SIGNATORIES,1,1,PoliticalGroup,Manila pact signatories,False
MANLEY,NORMAN MANLEY,1,1,Person,Manley,True
MANLIO BROSIO,MANLIO BROSIO,1,1,Person,Manlio Brosio,False
MANOLIS GLEZOS,MANOLIS GLEZOS,1,1,Person,Manolis Glezos,False
MANUEL BEATON,MANUEL BEATON,1,1,Person,Manuel Beaton,False
MANUEL FERNANDEZ,MANUEL FERNANDEZ,1,1,Person,Manuel Fernandez,False
MANUEL GOMES DE ARAUJO,MANUEL GOMES DE ARAUJO,1,1,Person,Manuel Gomes de Araujo,False
MANUEL GOMEZ,MANUEL GOMEZ,1,1,Person,Manuel Gomez,False
MANUEL LOPES DE ALMEIDA,MANUEL LOPES DE ALMEIDA,1,1,Person,Manuel Lopes de Almeida,False
MANUEL MORA,MANUEL MORA,1,1,Person,Manuel Mora,False
MANUEL TELLO,MANUEL TELLO,1,1,Person,Manuel Tello,False
MANUSH MYFTIU,MANUSH MYFTIU,1,1,Person,Manush Myftiu,False
MANZIKALA,MANZIKALA,1,1,Person,Manzikala,False
MAO ZEDONG,MAO ZEDONG,1,1,Person,Mao Zedong,False
MAOS REGIME,MAOS REGIME,1,1,Government,Mao's regime,False
MAPAM PARTY,MAPAM,1,1,PoliticalGroup,MAPAM party,True
MAR DEL PLATA,MAR DEL PLATA,1,1,Location,Mar del Plata,False
MARACAY,MARACAY,1,1,Location,Maracay,False
MARC LAURIOL,MARC LAURIOL,1,1,Person,Marc Lauriol,False
MARCEL JUNOD,MARCEL JUNOD,1,1,Person,Marcel Junod,False
MARCEL MINGANT,MARCEL MINGANT,1,1,Person,Marcel Mingant,False
MARCEL SERVIN,MARCEL SERVIN,1,1,Person,Marcel Servin,False
MARCELLO CAETANO,DR. MARCELLO CAETANO,1,1,Person,Marcello Caetano,True
MARCELO TABERNILLA,MARCELO TABERNILLA,1,1,Military,Marcelo Tabernilla,False
MARCENIO CAETANO,MARCENIO CAETANO,1,1,Person,Marcenio Caetano,False
MARCIAL MERINO PEREIRA,GENERAL MARCIAL MERINO PEREIRA,1,1,Person,Marcial Merino Pereira,True
MARDAM,MARDAM,1,1,Person,Mardam,False
MARDOM,MARDOM,1,1,PoliticalGroup,Mardom,False
MARIAN SPYCHALSKI,GENERAL SPYCHALSKI,1,1,Person,Marian Spychalski,True
MARIANO CASTANEDA,MARIANO CASTANEDA,1,1,Person,Mariano Castaneda,False
MARILU,MARILU,1,1,Other,Marilu,False
MARIO AMADEO,MARIO AMADEO,1,1,Person,Mario Amadeo,False
MARIO CASTRILLO ZELEDON,MARIO CASTRILLO ZELEDON,1,1,Person,Mario Castrillo Zeledon,False
MARIO SILVA,MARIO SILVA,1,1,Person,Mario Silva,False
MARITIME MILITARY DISTRICT,MARITIME MILITARY DISTRICT,1,1,Military,Maritime Military District,False
MARITIME PROVINCE,MARITIME PROVINCE,1,1,Location,Maritime Province,False
MARITIME SAFETY BOARD,MARITIME SAFETY BOARD,1,1,Organization,Maritime Safety Board,False
MARJOLIN,MARJOLIN,1,1,Person,Marjolin,False
MARKO,RITA MARKO,1,1,Person,Marko,True
MARONITE CHRISTIANS,MARONITE CHRISTIANS,1,1,ReligiousGroup,Maronite Christians,False
MARSHAL BAGRAMYAN,BAGRAMYAN,1,1,Person,Marshal Bagramyan,True
MARSHAL BULGANIN,BULGANIN,1,1,Person,Marshal Bulganin,True
MARSHAL FUEN,MARSHAL FUEN,1,1,Person,Marshal Fuen,False
MARSHAL KONEV,KONEV,1,1,Person,Marshal Konev,True
MARSHAL KONSTANTIN ROKOSSOVSKI,MARSHAL KONSTANTIN ROKOSSOVSKI,1,1,Military,Marshal Konstantin Rokossovski,False
MARSHAL MALINOVSKI,MARSHAL MALINOVSKI,1,1,Person,Marshal Malinovski,False
MARSHAL SURYADARMA,MARSHAL SURYADARMA,1,1,Military,Marshal Suryadarma,False
MARSHAL TUKHACHEVSKY,MARSHAL TUKHACHEVSKY,1,1,Person,Marshal Tukhachevsky,False
MARSHAL VOROSHILOV,VOROSHILOV,1,1,Person,Marshal Voroshilov,True
"MARSHALS KONEV, VASILEVSKY, MALINOVSKY","MARSHALS KONEV, VASILEVSKY, MALINOVSKY",1,1,Military,"Marshals Konev, Vasilevsky, Malinovsky",False
MARTIN NIEMOELLER,PASTOR MARTIN NIEMOELLER,1,1,Person,Martin Niemoeller,True
MARTINEZ,MARTINEZ,1,1,Person,Martinez,False
MARUF AL-DAWALIBI,MARUF AL-DAWALIBI,1,1,Person,Maruf al-Dawalibi,False
MARUF SAD,MARUF SAD,1,1,Person,Maruf Sad,False
MASAYOSHI OHIRA,MASAYOSHI OHIRA,1,1,Person,Masayoshi Ohira,False
MASAYUKI TANI,MASAYUKI TANI,1,1,Person,Masayuki Tani,False
MASAZUMI ANDO,MASAZUMI ANDO,1,1,Person,Masazumi Ando,False
MASHINOEKSPORT,MASHINOEKSPORT,1,1,Organization,Mashinoeksport,False
MASSA,MASSA,1,1,Person,Massa,False
MASSAWA,MASSAWA,1,1,Location,Massawa,False
MATADI DISPUTE,MATADI DISPUTE,1,1,Other,Matadi dispute,False
MATANZAS,MATANZAS PROVINCE,1,1,Location,Matanzas,True
MATANZAS PROVINCE,MATANZAS PROVINCE,1,1,Location,Matanzas Province,False
MATHIAS,MARCELLO MATHIAS,1,1,Person,Mathias,True
MATIN DAFTARI,MATIN DAFTARI,1,1,Person,Matin Daftari,False
MATO GROSSO,MATO GROSSO,1,1,Location,Mato Grosso,False
MATOS,MATOS,1,1,Person,Matos,False
MATSU GROUP,MATSU ISLAND GROUP,1,1,Location,Matsu group,True
MATSU ISLAND,MATSU ISLAND GROUP,1,1,Location,Matsu Island,True
MATTE,MATTE,1,1,Person,Matte,False
MATTHEWS,AMBASSADOR MATTHEWS,1,1,Person,Matthews,True
MAU MAU MOVEMENT,MAU MAU,1,1,PoliticalGroup,Mau Mau movement,True
MAVROS,MAVROS,1,1,Person,Mavros,False
MAWCHI,MAWCHI,1,1,Location,Mawchi,False
MAWEI,MAWEI,1,1,Location,Mawei,False
MAWEMA,MAWEMA,1,1,Person,Mawema,False
MAX REIMANN,MAX REIMANN,1,1,Person,Max Reimann,False
MAXIM Z. SABUROV,M. Z. SABUROV,1,1,Person,Maxim Z. Saburov,True
MAXIME WEYGAND,GENERAL MAXIME WEYGAND,1,1,Person,Maxime Weygand,True
MAXIMO LOPEZ,MAXIMO LOPEZ,1,1,Person,Maximo Lopez,False
MAYOR ARSENIO LACSON,MAYOR ARSENIO LACSON,1,1,Person,Mayor Arsenio Lacson,False
MAYOR WILLY BRANDT,WILLY BRANDT,1,1,Person,Mayor Willy Brandt,True
