normalized_label,canonical_label_current,mention_count,unique_docs,unique_paragraphs,source_types,primary_type,example_mentions,example_descriptions,top_co_mentions,context_text,in_alias_dictionary
USSR,USSR,103,41,102,Country; Government,Country,USSR,"Former country, now Russia and other states; Soviet Union, involved in international relations and party congress.; The country with which the Dominican Republic desires to re-establish diplomatic relations.; Gained prestige for pro-Lumumba position; Country with which Nigeria sought to establish diplomatic relations; Accused of carrying military personnel to Pathet Lao forces.; Country involved in airlift support; Country endorsing a proposal for a conference on Laos.",LAOS; COMMUNIST CHINA; PEIPING; KHRUSHCHEV; CONGO; PATHET LAO; SOUVANNA PHOUMA; UAR; NORTH VIETNAM; CUBA; EAST GERMANY; UNITED STATES,"USSR || Country Government || LAOS COMMUNIST CHINA PEIPING KHRUSHCHEV CONGO PATHET LAO SOUVANNA PHOUMA UAR NORTH VIETNAM CUBA || Former country, now Russia and other states Soviet Union, involved in international relations and party congress. The country with which the Dominican Republic desires to re-establish diplomatic relations. Gained prestige for pro-Lumumba position Country with which Nigeria sought to establish diplomatic relations Accused of carrying military personnel to Pathet Lao forces.",False
SOCIALIST-INSTIGATED STRIKES,SOCIALIST-INSTIGATED STRIKES,1,1,1,Other,Other,Socialist-instigated strikes,Strikes in Belgium expected to be broken soon.,BRUSSELS; CHANG MYON GOVERNMENT; KIM IL-SUNG; NORTH KOREA; SEOUL; SOUTH KOREA; UNITED STATES,SOCIALIST-INSTIGATED STRIKES || Other || BRUSSELS CHANG MYON GOVERNMENT KIM IL-SUNG NORTH KOREA SEOUL SOUTH KOREA UNITED STATES || Strikes in Belgium expected to be broken soon.,False
SOFIA,SOFIA,1,1,1,Location,Location,Sofia,"Capital city of Bulgaria, site of a protest meeting.",BELGIUM; BELGRADE; GENERAL LUNDULA; GIZENGA; KONG LE - PATHET LAO; LAOTIAN ARMY; MOBUTU; PRAGUE; WARSAW; YUGOSLAVIA,"SOFIA || Location || BELGIUM BELGRADE GENERAL LUNDULA GIZENGA KONG LE - PATHET LAO LAOTIAN ARMY MOBUTU PRAGUE WARSAW YUGOSLAVIA || Capital city of Bulgaria, site of a protest meeting.",False
SOP-SAISANA,SOP-SAISANA,1,1,1,Person,Person,Sop-saisana,Secretary of state for foreign affairs of Laos.,BOUN OUM GOVERNMENT; KONG LE - PATHET LAO; LAOS; MUONG KASSY; NORTH VIETNAM; PLAINE DES JARRES; VIENTIANE,SOP-SAISANA || Person || BOUN OUM GOVERNMENT KONG LE - PATHET LAO LAOS MUONG KASSY NORTH VIETNAM PLAINE DES JARRES VIENTIANE || Secretary of state for foreign affairs of Laos.,False
SOUTH AFRICAN LEGIONNAIRES,SOUTH AFRICAN LEGIONNAIRES,1,1,1,Military,Military,South African legionnaires,Military unit involved in the planned attack.,ALGERIAN REBEL GOVERNMENT; CONGO; FRANCE; KHRUSHCHEV; LAOS; MANONO; PHOUMI; SOUVANNA PHOUMA; SOVIET UNION; TSHOMBÉ,SOUTH AFRICAN LEGIONNAIRES || Military || ALGERIAN REBEL GOVERNMENT CONGO FRANCE KHRUSHCHEV LAOS MANONO PHOUMI SOUVANNA PHOUMA SOVIET UNION TSHOMBÉ || Military unit involved in the planned attack.,False
SOUTH CHINA FLEET,SOUTH CHINA FLEET,1,1,1,Military,Military,South China Fleet,Naval fleet of Communist China that is being strengthened,COMMUNIST CHINA; EAST GERMANY; KHRUSHCHEV; SO-1 SUBCHASER; SOVIET UNION; TSAMKONG,SOUTH CHINA FLEET || Military || COMMUNIST CHINA EAST GERMANY KHRUSHCHEV SO-1 SUBCHASER SOVIET UNION TSAMKONG || Naval fleet of Communist China that is being strengthened,False
SOUTH TIROL,SOUTH TIROL,1,1,1,Location,Location,South Tirol,Region with ongoing negotiations regarding autonomy.,AUSTRIA; BOLZANO PROVINCE; CHANG GOVERNMENT; CHRISTIAN DEMOCRATIC PARTY; ITALIAN SOCIAL MOVEMENT; ITALY; LIBERAL PARTY; SOUTH KOREA; UNITED STATES,SOUTH TIROL || Location || AUSTRIA BOLZANO PROVINCE CHANG GOVERNMENT CHRISTIAN DEMOCRATIC PARTY ITALIAN SOCIAL MOVEMENT ITALY LIBERAL PARTY SOUTH KOREA UNITED STATES || Region with ongoing negotiations regarding autonomy.,False
SOUVANNA PHOUMA CABINET,SOUVANNA PHOUMA CABINET,1,1,1,Government,Government,Souvanna Phouma cabinet,A proposed cabinet in Laos that the bloc is promoting.,GIZENGAS STANLEYVILLE REGIME; INTERNATIONAL CONTROL COMMISSION; KING MAHENDRA; LAOS; NEHRU; NEPALI CONGRESS; SUDAN; UAR TROOPS,SOUVANNA PHOUMA CABINET || Government || GIZENGAS STANLEYVILLE REGIME INTERNATIONAL CONTROL COMMISSION KING MAHENDRA LAOS NEHRU NEPALI CONGRESS SUDAN UAR TROOPS || A proposed cabinet in Laos that the bloc is promoting.,False
SOVIET AMBASSADOR,SOVIET AMBASSADOR,1,1,1,Person,Person,Soviet ambassador,Ambassador warning Turkish leaders about Soviet-American relations.,BOMBOKO; CHEN YI; CONGO; INDIA; KASAVUBU; KATANGA; KONG LE; LUMUMBA; MOSCOW; SOUVANNA PHOUMA; SOVIET UNION; TSHOMBE,SOVIET AMBASSADOR || Person || BOMBOKO CHEN YI CONGO INDIA KASAVUBU KATANGA KONG LE LUMUMBA MOSCOW SOUVANNA PHOUMA || Ambassador warning Turkish leaders about Soviet-American relations.,False
SOVIET COMMUNIST PARTY,SOVIET COMMUNIST PARTY,1,1,1,PoliticalGroup,PoliticalGroup,Soviet Communist Party,The ruling party of the Soviet Union.,CHIANG CHING-KUO; COMMUNIST CHINA; GENERAL PHOUMI; KONG LE - PATHET LAO FORCES; LAOTIAN GOVERNMENT,SOVIET COMMUNIST PARTY || PoliticalGroup || CHIANG CHING-KUO COMMUNIST CHINA GENERAL PHOUMI KONG LE - PATHET LAO FORCES LAOTIAN GOVERNMENT || The ruling party of the Soviet Union.,False
SOVIET EMBASSY IN WASHINGTON,SOVIET EMBASSY IN WASHINGTON,1,1,1,Organization,Organization,Soviet Embassy in Washington,Embassy of the USSR in the United States,INDONESIAN PRESIDENT SUKARNO; KHRUSHCHEV; LEONID SEDOV; PRESIDENT YDIGORAS; PRIME MINISTER IKEDA; USSR,SOVIET EMBASSY IN WASHINGTON || Organization || INDONESIAN PRESIDENT SUKARNO KHRUSHCHEV LEONID SEDOV PRESIDENT YDIGORAS PRIME MINISTER IKEDA USSR || Embassy of the USSR in the United States,False
SOVIET GOVERNMENT,SOVIET GOVERNMENT,1,1,1,Government,Government,Soviet Government,"The government of the Soviet Union, involved in international relations and colonialism issues.",AFRO-ASIAN STATES; GHANA; GIZENGA; INDONESIA; KHRUSHCHEV; LUMUMBA; MOROCCO; STANLEYVILLE REGIME; UNITED NATIONS,"SOVIET GOVERNMENT || Government || AFRO-ASIAN STATES GHANA GIZENGA INDONESIA KHRUSHCHEV LUMUMBA MOROCCO STANLEYVILLE REGIME UNITED NATIONS || The government of the Soviet Union, involved in international relations and colonialism issues.",False
SOVIET IL-14,SOVIET IL-14,1,1,1,Military,Military,Soviet IL-14,Type of aircraft used by the Soviet Union.,ADENAUER; BONN; COMMUNIST CHINA; ELISABETHVILLE; GERMAN DEMOCRATIC UNION; HAMMARSKJOLD; KAMINA; KEP AIRFIELD; KONGOLO; LEOPOLDVILLE; MATADI; NORTH VIETNAMESE IL-14,SOVIET IL-14 || Military || ADENAUER BONN COMMUNIST CHINA ELISABETHVILLE GERMAN DEMOCRATIC UNION HAMMARSKJOLD KAMINA KEP AIRFIELD KONGOLO LEOPOLDVILLE || Type of aircraft used by the Soviet Union.,False
SOVIET IL-14S,SOVIET IL-14S,1,1,1,Military,Military,Soviet IL-14s,Type of aircraft involved in airlift flights into Laos.,BOUN OUM GOVERNMENT; INTERNATIONAL CONTROL COMMISSION; JORDAN; NORTH VIETNAM; PRESIDENT GURSEL; SOUVANNA PHOUMA; SOVIET MI-4 HELICOPTERS; SOVIET UNION; SYRIA; TURKEY; UAR,SOVIET IL-14S || Military || BOUN OUM GOVERNMENT INTERNATIONAL CONTROL COMMISSION JORDAN NORTH VIETNAM PRESIDENT GURSEL SOUVANNA PHOUMA SOVIET MI-4 HELICOPTERS SOVIET UNION SYRIA TURKEY || Type of aircraft involved in airlift flights into Laos.,False
SOVIET MI-4 HELICOPTERS,SOVIET MI-4 HELICOPTERS,1,1,1,Military,Military,Soviet MI-4 helicopters,Type of helicopters scheduled to arrive in Hanoi.,BOUN OUM GOVERNMENT; INTERNATIONAL CONTROL COMMISSION; JORDAN; NORTH VIETNAM; PRESIDENT GURSEL; SOUVANNA PHOUMA; SOVIET IL-14S; SOVIET UNION; SYRIA; TURKEY; UAR,SOVIET MI-4 HELICOPTERS || Military || BOUN OUM GOVERNMENT INTERNATIONAL CONTROL COMMISSION JORDAN NORTH VIETNAM PRESIDENT GURSEL SOUVANNA PHOUMA SOVIET IL-14S SOVIET UNION SYRIA TURKEY || Type of helicopters scheduled to arrive in Hanoi.,False
SOVIET PRESIDIUM,SOVIET PRESIDIUM,1,1,1,Organization,Organization,Soviet presidium,The organization represented by member Suslov attending the Indian Communist party congress.,ADENAUERS PARTY; CENTRAL INTELLIGENCE BULLETIN; CEYLON; COMMUNIST CHINA; INDIAN COMMUNIST PARTY; LAOS; NORTH VIETNAM; ROYAL LAOTIAN GOVERNMENT; UNITED STATES,SOVIET PRESIDIUM || Organization || ADENAUERS PARTY CENTRAL INTELLIGENCE BULLETIN CEYLON COMMUNIST CHINA INDIAN COMMUNIST PARTY LAOS NORTH VIETNAM ROYAL LAOTIAN GOVERNMENT UNITED STATES || The organization represented by member Suslov attending the Indian Communist party congress.,False
SOVIET TRANSPORTS,SOVIET TRANSPORTS,1,1,1,Military,Military,Soviet transports,Soviet aircraft scheduled for flights into Laos.,BELGIUM; FRENCH GOVERNMENT; GENEVA AGREEMENTS; LAOTIAN ARMY; MUNONGO; SOUVANNA; TSHOMBÉ; US MILITARY PERSONNEL,SOVIET TRANSPORTS || Military || BELGIUM FRENCH GOVERNMENT GENEVA AGREEMENTS LAOTIAN ARMY MUNONGO SOUVANNA TSHOMBÉ US MILITARY PERSONNEL || Soviet aircraft scheduled for flights into Laos.,False
SOVIETS,SOVIETS,1,1,1,Government,Government,Soviets,Government that may influence Castro's decisions.,CASTRO; COMMUNIST CHINA; CUBA; CZECH OFFICIAL; DAIREN; GUANTANAMO; HAINAN ISLAND; HARBIN; MEXICAN AMBASSADOR; PASO; WATCH COMMITTEE OF THE USIB,SOVIETS || Government || CASTRO COMMUNIST CHINA CUBA CZECH OFFICIAL DAIREN GUANTANAMO HAINAN ISLAND HARBIN MEXICAN AMBASSADOR PASO || Government that may influence Castro's decisions.,False
SPAAK,SPAAK,1,1,1,Person,Person,Spaak,Potential head of a new Belgian government,BELGIUM; ELBRICK; HAMMARSKJOLD; LEFEVRE; MATHIAS; MONIZ; PORTUGAL; SALAZAR; TAIEB SABHANI; TSHOMBÉ,SPAAK || Person || BELGIUM ELBRICK HAMMARSKJOLD LEFEVRE MATHIAS MONIZ PORTUGAL SALAZAR TAIEB SABHANI TSHOMBÉ || Potential head of a new Belgian government,False
SPUTNIK IX,SPUTNIK IX,1,1,1,Document,Document,Sputnik IX,Soviet earth satellite vehicle that was successfully recovered.,CEYLON; CONGO; DAYAL; DELVAUX; INDIA; INDONESIA; LEOPOLDVILLE; PATHET LAO; USSR,SPUTNIK IX || Document || CEYLON CONGO DAYAL DELVAUX INDIA INDONESIA LEOPOLDVILLE PATHET LAO USSR || Soviet earth satellite vehicle that was successfully recovered.,False
SPUTNIK XI,SPUTNIK XI,1,1,1,Other,Other,Sputnik XI,Soviet spacecraft that orbited and recovered a man from space.,CUBA; DE GAULLE; KONG LE - PATHET LAO; MOSCOW; SARATOV; STALINGRAD; UN; USSR,SPUTNIK XI || Other || CUBA DE GAULLE KONG LE - PATHET LAO MOSCOW SARATOV STALINGRAD UN USSR || Soviet spacecraft that orbited and recovered a man from space.,False
STALINGRAD,STALINGRAD,1,1,1,Location,Location,Stalingrad,Location near where the capsule landed.,CUBA; DE GAULLE; KONG LE - PATHET LAO; MOSCOW; SARATOV; SPUTNIK XI; UN; USSR,STALINGRAD || Location || CUBA DE GAULLE KONG LE - PATHET LAO MOSCOW SARATOV SPUTNIK XI UN USSR || Location near where the capsule landed.,False
STEVENSON,STEVENSON,1,1,1,Person,Person,Stevenson,Ambassador receiving communication from Zorin.,BOMBOKO; GIZENGA; HAMMARSKJOLD; INDIA; KASAVUBU; MOBUTU; PEIPING; SOVIET UNION; TRINQUIER; TSHOMBE; ZORIN,STEVENSON || Person || BOMBOKO GIZENGA HAMMARSKJOLD INDIA KASAVUBU MOBUTU PEIPING SOVIET UNION TRINQUIER TSHOMBE || Ambassador receiving communication from Zorin.,False
STROM,STROM,1,1,1,Person,Person,Strom,American Ambassador providing insights on Bolivia's economic situation.,ARAB LEAGUE; BOLIVIA; ETHIOPIA; HAILE SELASSIE; IRAQ; JORDAN; MENGHISTU NEWAY; NASIR; PAZ ESTENSSORO; TUNISIA; UAR; USSR,STROM || Person || ARAB LEAGUE BOLIVIA ETHIOPIA HAILE SELASSIE IRAQ JORDAN MENGHISTU NEWAY NASIR PAZ ESTENSSORO TUNISIA || American Ambassador providing insights on Bolivia's economic situation.,False
SUBARNA SHUMSHERE,SUBARNA SHUMSHERE,1,1,1,Person,Person,Subarna Shumshere,Former Deputy Prime Minister leading the Congress party exiles in India.,ARGENTINA; COMMUNIST CHINA; COMMUNIST PARTY; CONGRESS PARTY; GENERAL CONFEDERATION OF LABOR; GENERAL TORANZO MONTERO; GORKHA PARISHAD; KING; NEPAL; NEW DELHI; PERONISTAS; PRAJA PARISHAD,SUBARNA SHUMSHERE || Person || ARGENTINA COMMUNIST CHINA COMMUNIST PARTY CONGRESS PARTY GENERAL CONFEDERATION OF LABOR GENERAL TORANZO MONTERO GORKHA PARISHAD KING NEPAL NEW DELHI || Former Deputy Prime Minister leading the Congress party exiles in India.,False
SUDANESE GOVERNMENT,SUDANESE GOVERNMENT,1,1,1,Government,Government,Sudanese Government,Government of Sudan involved in transit rights discussions.,ALBANIA; COMMUNIST CHINA; CZECH; CZECHOSLOVAK AIRLINES; KHARTOUM; PEIPING; STANLEYVILLE; USSR,SUDANESE GOVERNMENT || Government || ALBANIA COMMUNIST CHINA CZECH CZECHOSLOVAK AIRLINES KHARTOUM PEIPING STANLEYVILLE USSR || Government of Sudan involved in transit rights discussions.,False
SUDANESE MILITARY GOVERNMENT,SUDANESE MILITARY GOVERNMENT,1,1,1,Government,Government,Sudanese Military Government,Regime in power in Sudan since 1958.,BOURGUIBA; DE GAULLE; FERHAT ABBAS; GENERAL ABBOUD; MAJOR GENERAL HASAN BASHIR NASR; MOHAMMED BEN BELLA; SUPREME MILITARY COUNCIL,SUDANESE MILITARY GOVERNMENT || Government || BOURGUIBA DE GAULLE FERHAT ABBAS GENERAL ABBOUD MAJOR GENERAL HASAN BASHIR NASR MOHAMMED BEN BELLA SUPREME MILITARY COUNCIL || Regime in power in Sudan since 1958.,False
SUDIBJO,SUDIBJO,1,1,1,Person,Person,Sudibjo,Secretary general of the National Front in Indonesia.,GENERAL NASUTION; GENERAL PHOUMI; HAITI; INDONESIAN COMMUNIST PARTY; LAOS; LUANG PRABANG; PATHET LAO; PRESIDENT DUVALIER; PRESIDENT SUKARNO; ROMAN CATHOLIC CHURCH,SUDIBJO || Person || GENERAL NASUTION GENERAL PHOUMI HAITI INDONESIAN COMMUNIST PARTY LAOS LUANG PRABANG PATHET LAO PRESIDENT DUVALIER PRESIDENT SUKARNO ROMAN CATHOLIC CHURCH || Secretary general of the National Front in Indonesia.,False
SUPREME MILITARY COUNCIL,SUPREME MILITARY COUNCIL,1,1,1,Organization,Organization,Supreme Military Council,Top ruling body of the Sudanese regime.,BOURGUIBA; DE GAULLE; FERHAT ABBAS; GENERAL ABBOUD; MAJOR GENERAL HASAN BASHIR NASR; MOHAMMED BEN BELLA; SUDANESE MILITARY GOVERNMENT,SUPREME MILITARY COUNCIL || Organization || BOURGUIBA DE GAULLE FERHAT ABBAS GENERAL ABBOUD MAJOR GENERAL HASAN BASHIR NASR MOHAMMED BEN BELLA SUDANESE MILITARY GOVERNMENT || Top ruling body of the Sudanese regime.,False
SUSLOV,SUSLOV,1,1,1,Person,Person,Suslov,Soviet ideologist leading delegations to communist party congresses,ADENAUER; ANDHRA PRADESH; DEAN ACHESON; INDIAN COMMUNIST PARTY; INDIAN GOVERNMENT; NEHRU; NORSTAD; USSR; VIJAYAWADA,SUSLOV || Person || ADENAUER ANDHRA PRADESH DEAN ACHESON INDIAN COMMUNIST PARTY INDIAN GOVERNMENT NEHRU NORSTAD USSR VIJAYAWADA || Soviet ideologist leading delegations to communist party congresses,False
SWEDISH UN COMMANDER,SWEDISH UN COMMANDER,1,1,1,Person,Person,Swedish UN commander,Commander who stated intentions to arrest South Africans for violating a resolution.,AMERICAN EMBASSY; BAGHDAD; BAGHDAD UNIVERSITY; BALUBA IRREGULARS; BANI SAKHIR BEDOUIN TRIBE; GIZENGA; IRAQ; JORDAN; KING HUSAYN; MANONO; MILITARY GOVERNOR ABDI; NIGERIAN UN UNITS,SWEDISH UN COMMANDER || Person || AMERICAN EMBASSY BAGHDAD BAGHDAD UNIVERSITY BALUBA IRREGULARS BANI SAKHIR BEDOUIN TRIBE GIZENGA IRAQ JORDAN KING HUSAYN MANONO || Commander who stated intentions to arrest South Africans for violating a resolution.,False
SWEDISH UN CONTINGENT,SWEDISH UN CONTINGENT,1,1,1,Military,Military,Swedish UN contingent,UN military forces from Sweden involved in the Congo conflict.,BRITISH AMBASSADOR; CONGO; ELISABETHVILLE AIRPORT; HAMMARSKJOLD; KAMINA; KUZNETSOV; LEOPOLDVILLE REGIME; MATADI; NIGERIAN POLICE; PHNOM PENH; PRINCE SIHANOUK; SOVIET UNION,SWEDISH UN CONTINGENT || Military || BRITISH AMBASSADOR CONGO ELISABETHVILLE AIRPORT HAMMARSKJOLD KAMINA KUZNETSOV LEOPOLDVILLE REGIME MATADI NIGERIAN POLICE PHNOM PENH || UN military forces from Sweden involved in the Congo conflict.,False
SWEDISH UN UNIT,SWEDISH UN UNIT,1,1,1,Military,Military,Swedish UN unit,UN unit attacked by Baluba forces.,ALBERT DELVAUX; AMERICAN CONSUL; BALUBA; BELGIAN ARMY; BELGIAN TRUST TERRITORY OF RUANDA; GHANAIAN UN TROOPS; JOSEPH ILEO; KIVU PROVINCE; LUMUMBA; LUMUMBA COMMAND; NIGERIAN TROOPS; SOVIET UNION,SWEDISH UN UNIT || Military || ALBERT DELVAUX AMERICAN CONSUL BALUBA BELGIAN ARMY BELGIAN TRUST TERRITORY OF RUANDA GHANAIAN UN TROOPS JOSEPH ILEO KIVU PROVINCE LUMUMBA LUMUMBA COMMAND || UN unit attacked by Baluba forces.,False
TADZHIKISTAN,TADZHIKISTAN,1,1,1,Location,Location,Tadzhikistan,A republic within the Soviet Union.,CASTRO REGIME; CUBAN REVOLUTIONARY COUNCIL; FROL KOZLOV; KAMCHATKA PENINSULA; PETROPAVLOVSK; TYURA TAM; USSR,TADZHIKISTAN || Location || CASTRO REGIME CUBAN REVOLUTIONARY COUNCIL FROL KOZLOV KAMCHATKA PENINSULA PETROPAVLOVSK TYURA TAM USSR || A republic within the Soviet Union.,False
TAICHUNG,TAICHUNG,1,1,1,Location,Location,Taichung,Provincial capital where a resettlement center is being prepared.,BURMESE GOVERNMENT; CHINESE NATIONALIST IRREGULARS; RANGOON; TAIWAN; UNITED STATES,TAICHUNG || Location || BURMESE GOVERNMENT CHINESE NATIONALIST IRREGULARS RANGOON TAIWAN UNITED STATES || Provincial capital where a resettlement center is being prepared.,False
TAKEO MIKI,TAKEO MIKI,1,1,1,Person,Person,Takeo Miki,"Former minister of trade and industry, aspires to a ministerial position.",AMBASSADOR REISCHAUER; AYUB REGIME; EISAKU SATO; FINANCE MINISTER MIZUTA; ICHIRO KONO; IKEDA; INDIA; JAPAN; TOKYO,"TAKEO MIKI || Person || AMBASSADOR REISCHAUER AYUB REGIME EISAKU SATO FINANCE MINISTER MIZUTA ICHIRO KONO IKEDA INDIA JAPAN TOKYO || Former minister of trade and industry, aspires to a ministerial position.",False
TEL AVIV BRANCH OF HEBREW UNIVERSITY,TEL AVIV BRANCH OF HEBREW UNIVERSITY,1,1,1,Organization,Organization,Tel Aviv branch of Hebrew University,Educational institution where Dr. Israel Baer is a professor,BEN-GURION; BOURGUIBA; DE GAULLE; DR. ISRAEL BAER; HAARETZ; LOUIS JOXE; MAPAI; MAPAM; PAG; USSR,TEL AVIV BRANCH OF HEBREW UNIVERSITY || Organization || BEN-GURION BOURGUIBA DE GAULLE DR. ISRAEL BAER HAARETZ LOUIS JOXE MAPAI MAPAM PAG USSR || Educational institution where Dr. Israel Baer is a professor,False
TEMI SEJKO,TEMI SEJKO,1,1,1,Person,Person,Temi Sejko,Rear Admiral and vice commander in chief of the Albanian Navy,ALBANIA; CHINA; KOCO TASHKO; LIRI BELISHOVA; PEIPING; SOVIET BLOC; SOVIET UNION; TIRANA,TEMI SEJKO || Person || ALBANIA CHINA KOCO TASHKO LIRI BELISHOVA PEIPING SOVIET BLOC SOVIET UNION TIRANA || Rear Admiral and vice commander in chief of the Albanian Navy,False
THA THOM AIRSTRIP,THA THOM AIRSTRIP,1,1,1,Location,Location,Tha Thom airstrip,An airstrip that government forces are attempting to retain control of.,ANTIGOVERNMENT; GOVERNMENT; KONG LE/PATHET LAO FORCES; MUONG KASSY; PHOU KHOUN; VANG VIENG; XIENG KHOUANG PROVINCE,THA THOM AIRSTRIP || Location || ANTIGOVERNMENT GOVERNMENT KONG LE/PATHET LAO FORCES MUONG KASSY PHOU KHOUN VANG VIENG XIENG KHOUANG PROVINCE || An airstrip that government forces are attempting to retain control of.,False
THE FEDERATION,THE FEDERATION,1,1,1,Organization,Organization,The Federation,A self-governing territory formed by Britain in 1953.,COLONIAL OFFICE; COMMONWEALTH RELATIONS OFFICE; DOMINION PARTY; JOSHUA NKOMO; MACLEOD; MINISTRY OF DEFENSE; NORTHERN RHODESIA; NYASALAND; SANDYS; SOUTHERN RHODESIA,THE FEDERATION || Organization || COLONIAL OFFICE COMMONWEALTH RELATIONS OFFICE DOMINION PARTY JOSHUA NKOMO MACLEOD MINISTRY OF DEFENSE NORTHERN RHODESIA NYASALAND SANDYS SOUTHERN RHODESIA || A self-governing territory formed by Britain in 1953.,False
THE TREASURY DEPARTMENT,THE TREASURY DEPARTMENT,1,1,1,Government,Government,The Treasury Department,The federal department responsible for managing government revenue.,ATOMIC ENERGY COMMISSION; CENTRAL INTELLIGENCE BULLETIN; DEPARTMENT OF DEFENSE; DEPARTMENT OF STATE; EXECUTIVE OFFICES OF THE WHITE HOUSE; FEDERAL BUREAU OF INVESTIGATION; NATIONAL INDICATIONS CENTER; NATIONAL SECURITY AGENCY; THE PRESIDENT; THE VICE PRESIDENT,THE TREASURY DEPARTMENT || Government || ATOMIC ENERGY COMMISSION CENTRAL INTELLIGENCE BULLETIN DEPARTMENT OF DEFENSE DEPARTMENT OF STATE EXECUTIVE OFFICES OF THE WHITE HOUSE FEDERAL BUREAU OF INVESTIGATION NATIONAL INDICATIONS CENTER NATIONAL SECURITY AGENCY THE PRESIDENT THE VICE PRESIDENT || The federal department responsible for managing government revenue.,False
THEO LEFEVRE,THEO LEFEVRE,1,1,1,Person,Person,Theo Lefevre,President of the Social Christian party in Belgium.,ALIONE DIAKITE; GIZENGA REGIME; HAMMARSKJOLD; LIBERAL PARTY; SOCIAL CHRISTIAN PARTY; SOCIALIST PARTY; TSHOMBÉS GOVERNMENT; UN,THEO LEFEVRE || Person || ALIONE DIAKITE GIZENGA REGIME HAMMARSKJOLD LIBERAL PARTY SOCIAL CHRISTIAN PARTY SOCIALIST PARTY TSHOMBÉS GOVERNMENT UN || President of the Social Christian party in Belgium.,False
THEOTONIO PEREIRA,THEOTONIO PEREIRA,1,1,1,Person,Person,Theotonio Pereira,Minister of the Presidency and leading contender for succession.,ANGLO-AMERICAN CONSORTIUM; BANDARANAIKE; BOTELHO MONIZ; CEYLON; CEYLONESE FINANCE MINISTER; COMMUNIST CHINA; CUBA; EAST GERMANY; MARCENIO CAETANO; MOSCOW; SALAZAR,THEOTONIO PEREIRA || Person || ANGLO-AMERICAN CONSORTIUM BANDARANAIKE BOTELHO MONIZ CEYLON CEYLONESE FINANCE MINISTER COMMUNIST CHINA CUBA EAST GERMANY MARCENIO CAETANO MOSCOW || Minister of the Presidency and leading contender for succession.,False
THIRD ALL-AFRICAN PEOPLES CONFERENCE,THIRD ALL-AFRICAN PEOPLES CONFERENCE,1,1,1,Other,Other,Third All-African People's Conference,A conference that issued anti-Western resolutions.,ALGERIAN PROVISIONAL GOVERNMENT; COMMON MARKET; FRANCE; GREECE; TAIPEI; USSR,THIRD ALL-AFRICAN PEOPLES CONFERENCE || Other || ALGERIAN PROVISIONAL GOVERNMENT COMMON MARKET FRANCE GREECE TAIPEI USSR || A conference that issued anti-Western resolutions.,False
THOMPSON,THOMPSON,1,1,1,Person,Person,Thompson,Ambassador who conversed with Khrushchev,ANGOLA; BRUSSELS; DELVAUX; HAMMARSKJOLD; ILEO; KASAVUBU; KHRUSHCHEV; KIBWE; LEOPOLDVILLE; LUMUMBA; MASSA; PORTUGUESE OVERSEAS MINISTRY,THOMPSON || Person || ANGOLA BRUSSELS DELVAUX HAMMARSKJOLD ILEO KASAVUBU KHRUSHCHEV KIBWE LEOPOLDVILLE LUMUMBA || Ambassador who conversed with Khrushchev,False
TIAO SISOUMANG,TIAO SISOUMANG,1,1,1,Person,Person,Tiao Sisoumang,Named to assist Khamsouk in the responsibilities of the government of Laos.,KAMCHATKA PENINSULA; KHAMSOUK KEOLA; LAOS; PATHET LAO; QUINIM PHOLSENA; SOUVANNA PHOUMA; TYURA TAM MISSILE TEST RANGE,TIAO SISOUMANG || Person || KAMCHATKA PENINSULA KHAMSOUK KEOLA LAOS PATHET LAO QUINIM PHOLSENA SOUVANNA PHOUMA TYURA TAM MISSILE TEST RANGE || Named to assist Khamsouk in the responsibilities of the government of Laos.,False
TIMBERLAKE,TIMBERLAKE,1,1,1,Person,Person,Timberlake,Ambassador in Leopoldville providing insights on the Congo situation.,CONGO; INDIA; KONG LE - PATHET LAO; LAOS; LEOPOLDVILLE; RANGOON; SOUVANNA PHOUMA; STANLEYVILLE; U NU,TIMBERLAKE || Person || CONGO INDIA KONG LE - PATHET LAO LAOS LEOPOLDVILLE RANGOON SOUVANNA PHOUMA STANLEYVILLE U NU || Ambassador in Leopoldville providing insights on the Congo situation.,False
TITO,TITO,1,1,1,Person,Person,Tito,Yugoslav leader mentioned in the context of Soviet relations.,ALBANIA; IRAN; KHRUSHCHEV; MAJLIS; MEHMET SHEHU; PEIPING; SHAH; ZERI I POPULLIT,TITO || Person || ALBANIA IRAN KHRUSHCHEV MAJLIS MEHMET SHEHU PEIPING SHAH ZERI I POPULLIT || Yugoslav leader mentioned in the context of Soviet relations.,False
TORANZO MONTERO,TORANZO MONTERO,1,1,1,Person,Person,Toranzo Montero,Army Commander in Chief who resigned and plotted to oust Frondizi.,FRENCH FOREIGN MINISTRY; FRONDIZI; INTERNATIONAL CONTROL COMMISSION; LAOS; NORTH VIETNAMESE TROOPS; PATHET LAO; SANTA FE; SOUVANNA PHOUMA,TORANZO MONTERO || Person || FRENCH FOREIGN MINISTRY FRONDIZI INTERNATIONAL CONTROL COMMISSION LAOS NORTH VIETNAMESE TROOPS PATHET LAO SANTA FE SOUVANNA PHOUMA || Army Commander in Chief who resigned and plotted to oust Frondizi.,False
