original_normalized_label,canonical_label,canonical_key,method,confidence,mention_count,doc_count,entity_type,surface_forms,sample_context
SIXTH FLEET,SIXTH FLEET (ARABIA SYRIA QUWATLI),CANONICAL_ENTITY:SIXTH_FLEET_ARABIA_SYRIA_QUWATLI,a3_single_cluster_self,1.0,1,1,Military,Sixth Fleet,Military fleet of the United States that aggravated tensions in the region.
SJAHRIR,SJAHRIR (YURI THOMPSON SUKARNO),CANONICAL_ENTITY:SJAHRIR_YURI_THOMPSON_SUKARNO,a3_single_cluster_self,1.0,1,1,Person,Sjahrir,Leader of the Socialist party in Indonesia.
SJARFUDDIN,SJARFUDDIN (KENNAN HEUSS RAPACKI),CANONICAL_ENTITY:SJARFUDDIN_KENNAN_HEUSS_RAPACKI,a3_single_cluster_self,1.0,1,1,Person,Sjarfuddin,Governor of the Bank of Indonesia who disapproved of the government's decision on loan obligations.
SKODA,SKODA (BRILHANTE AZAMBUJA TAVORA),CANONICAL_ENTITY:SKODA_BRILHANTE_AZAMBUJA_TAVORA,a3_single_cluster_self,1.0,1,1,Organization,Skoda,Czechoslovakian company proposed to build arms factories in Egypt.
SKOGISTS,SKOGISTS (SUKSELAINE SESSIONS SKDL),CANONICAL_ENTITY:SKOGISTS_SUKSELAINE_SESSIONS_SKDL,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Skogists,Dissident faction of the Social Democrats in Finland.
SKORZENY,SKORZENY (MI TAIPEI FRANCO),CANONICAL_ENTITY:SKORZENY_MI_TAIPEI_FRANCO,a3_single_cluster_self,1.0,1,1,Person,Skorzeny,Notorious Nazi intelligence agent.
SLOVAK COMMUNIST PARTY,SLOVAK COMMUNIST PARTY (SLANSKY SIROKY LLOYD),CANONICAL_ENTITY:SLOVAK_COMMUNIST_PARTY_SLANSKY_SIROKY_LLOYD,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Slovak Communist Party,Political group where Siroky made a speech
SLOVENE MINORITY,SLOVENE MINORITY (ITALY YUGOSLAVIA AFGHANISTAN),CANONICAL_ENTITY:SLOVENE_MINORITY_ITALY_YUGOSLAVIA_AFGHANISTAN,a3_single_cluster_self,1.0,1,1,Other,Slovene minority,Minority question viewed as a major obstacle to settlement.
SLOVENE PARTIES,SLOVENE PARTIES (ITALY ITALIAN USSR),CANONICAL_ENTITY:SLOVENE_PARTIES_ITALY_ITALIAN_USSR,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Slovene parties,Local group supporting independence in Trieste.
SLOVENES,SLOVENES (VIDALI MOROCCO TRIESTE),CANONICAL_ENTITY:SLOVENES_VIDALI_MOROCCO_TRIESTE,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Slovenes,Group reportedly deserting the Stalinist party in Trieste.
SLOVENIA,SLOVENIA (HAUTECLOQUE GROSSWUSTERWITZ CROATIA),CANONICAL_ENTITY:SLOVENIA_HAUTECLOQUE_GROSSWUSTERWITZ_CROATIA,a3_single_cluster_self,1.0,1,1,Location,Slovenia,"Region in Yugoslavia, predominantly Catholic"
SMALLHOLDERS PARTY,SMALLHOLDERS PARTY (ROKOSSOWSKI HUNGARY NAGY),CANONICAL_ENTITY:SMALLHOLDERS_PARTY_ROKOSSOWSKI_HUNGARY_NAGY,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Smallholders Party,Political party in Hungary that has re-formed.
SMELA,SMELA (USHAKOV SUKHONA MHARUSSA),CANONICAL_ENTITY:SMELA_USHAKOV_SUKHONA_MHARUSSA,a3_single_cluster_self,1.0,1,1,Military,Smela,A Soviet freighter involved in delivering military equipment to Egypt.
SMOLENSK,SMOLENSK (LENINGRAD RIAHI BELGIUM),CANONICAL_ENTITY:SMOLENSK_LENINGRAD_RIAHI_BELGIUM,a3_single_cluster_self,1.0,1,1,Location,Smolensk,Location in the USSR where the target aircraft returned
SNAGOV,SNAGOV (MINH RUMANIA TIBET),CANONICAL_ENTITY:SNAGOV_MINH_RUMANIA_TIBET,a3_single_cluster_self,1.0,1,1,Location,Snagov,"A resort town in Rumania, north of Bucharest."
SO 1 SUBCHASER,SO 1 SUBCHASER (CHINA SEVEN KHRUSHCHEV),CANONICAL_ENTITY:SO_1_SUBCHASER_CHINA_SEVEN_KHRUSHCHEV,a3_single_cluster_self,1.0,1,1,Other,SO-1 subchaser,Type of naval vessel possibly transferred to Communist China
SO MIN HO,SO MIN HO (KWAK CHANG HYONG),CANONICAL_ENTITY:SO_MIN_HO_KWAK_CHANG_HYONG,a3_single_cluster_self,1.0,1,1,Person,So Min-ho,vice speaker
SOBLSI,SOBLSI (CASTRO SARBUPRI PERBUM),CANONICAL_ENTITY:SOBLSI_CASTRO_SARBUPRI_PERBUM,a3_single_cluster_self,1.0,1,1,Organization,SOBLSI,"Indonesia's largest labor federation, which is Communist controlled."
SOBRAMIL,SOBRAMIL (MATO GROSSO FAHIMI),CANONICAL_ENTITY:SOBRAMIL_MATO_GROSSO_FAHIMI,a3_single_cluster_self,1.0,1,1,Organization,Sobramil,Company owned jointly by US Steel and the Chamma family for manganese exploitation.
SOCHI,SOCHI (TRYBUNA LUDU YUGOSLAVIA),CANONICAL_ENTITY:SOCHI_TRYBUNA_LUDU_YUGOSLAVIA,a3_single_cluster_self,1.0,1,1,Location,Sochi,Black Sea resort where Tito and Khrushchev met
SOCIAL CHRISTIAN CATHOLIC GOVERNMENT,SOCIAL CHRISTIAN CATHOLIC GOVERNMENT (MOHANNA BARAKAT MONEIM),CANONICAL_ENTITY:SOCIAL_CHRISTIAN_CATHOLIC_GOVERNMENT_MOHANNA_BARAKAT_MONEIM,a3_single_cluster_self,1.0,1,1,Government,Social Christian (Catholic) government,Weak government in Belgium.
SOCIAL CHRISTIAN LIBERAL COALITION,SOCIAL CHRISTIAN LIBERAL COALITION (WEYGAND MAXIME MAKARIOS),CANONICAL_ENTITY:SOCIAL_CHRISTIAN_LIBERAL_COALITION_WEYGAND_MAXIME_MAKARIOS,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Social Christian - Liberal coalition,Coalition government in Belgium facing internal contradictions.
SOCIAL CHRISTIANS,SOCIAL CHRISTIANS (LIBERALS BELGIUM NATO),CANONICAL_ENTITY:SOCIAL_CHRISTIANS_LIBERALS_BELGIUM_NATO,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Social Christians,A political group in Belgium that lost the 1954 elections on defense issues.
SOCIAL DEMOCRATIC AGRARIAN COALITION,SOCIAL DEMOCRATIC AGRARIAN COALITION (FINLAND PLASTIRAS ATTLEE),CANONICAL_ENTITY:SOCIAL_DEMOCRATIC_AGRARIAN_COALITION_FINLAND_PLASTIRAS_ATTLEE,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Social Democratic-Agrarian coalition,The coalition expected to form the basis of the new Finnish cabinet.
SOCIAL DEMOCRATIC GOVERNMENT OF LOWER SAXONY,SOCIAL DEMOCRATIC GOVERNMENT OF LOWER SAXONY (REMER REICH DORLS),CANONICAL_ENTITY:SOCIAL_DEMOCRATIC_GOVERNMENT_OF_LOWER_SAXONY_REMER_REICH_DORLS,a3_single_cluster_self,1.0,1,1,Government,Social Democratic government of Lower Saxony,"The governing body of Lower Saxony, reportedly unwilling to act against the SRP."
SOCIAL DEMOCRATIC LEADERSHIP,SOCIAL DEMOCRATIC LEADERSHIP (ICELAND CONSERVATIVES INVESTIGATION),CANONICAL_ENTITY:SOCIAL_DEMOCRATIC_LEADERSHIP_ICELAND_CONSERVATIVES_INVESTIGATION,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Social Democratic leadership,Political group that may face pressure from its members.
SOCIAL DEMOCRATS SPD,SOCIAL DEMOCRATS SPD (TASS REPUBLIC LUMUMBA),CANONICAL_ENTITY:SOCIAL_DEMOCRATS_SPD_TASS_REPUBLIC_LUMUMBA,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Social Democrats (SPD),The opposition party in West Germany.
SOCIAL NATIONAL PARTY,SOCIAL NATIONAL PARTY (GUATEMALAN LUMUMBA TSHOMB),CANONICAL_ENTITY:SOCIAL_NATIONAL_PARTY_GUATEMALAN_LUMUMBA_TSHOMB,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Social National party,Political party in Lebanon accused of being financed by the United States.
SOCIAL REPUBLICAN PARTY,SOCIAL REPUBLICAN PARTY (PCV PATRIOTIC CARACAS),CANONICAL_ENTITY:SOCIAL_REPUBLICAN_PARTY_PCV_PATRIOTIC_CARACAS,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Social Republican party,Political party in France advocating for de Gaulle's recall.
SOCIALIST COUNTRIES,SOCIALIST COUNTRIES (YUGOSLAVIA THOMPSON AUSTRIA),CANONICAL_ENTITY:SOCIALIST_COUNTRIES_YUGOSLAVIA_THOMPSON_AUSTRIA,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist countries,Countries that are part of the socialist bloc.
SOCIALIST FEDERATION OF LABOR,SOCIALIST FEDERATION OF LABOR (FIGHTING AF DEMOCRACY),CANONICAL_ENTITY:SOCIALIST_FEDERATION_OF_LABOR_FIGHTING_AF_DEMOCRACY,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Federation of Labor,Group that announced a national protest strike.
SOCIALIST FRONT,SOCIALIST FRONT (KRONE THAILAND HEINRICH),CANONICAL_ENTITY:SOCIALIST_FRONT_KRONE_THAILAND_HEINRICH,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Front,A left-wing political group in Thailand.
SOCIALIST GROUP,SOCIALIST GROUP (NYEIN KYAW NU),CANONICAL_ENTITY:SOCIALIST_GROUP_NYEIN_KYAW_NU,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist group,Less friendly to the West than Premier Nu and his followers.
SOCIALIST LEADER MOLLET,SOCIALIST LEADER MOLLET (KARBALA HAMMARSKJOLD QASIM),CANONICAL_ENTITY:SOCIALIST_LEADER_MOLLET_KARBALA_HAMMARSKJOLD_QASIM,a3_single_cluster_self,1.0,1,1,Person,Socialist leader Mollet,Political leader commenting on de Gaulle's outlook on Algeria.
SOCIALIST LIBERAL COALITION CABINET,SOCIALIST LIBERAL COALITION CABINET (ANSEELE LAROCK ARABIA),CANONICAL_ENTITY:SOCIALIST_LIBERAL_COALITION_CABINET_ANSEELE_LAROCK_ARABIA,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist-Liberal coalition cabinet,New cabinet in Belgium with a less favorable attitude toward European integration.
SOCIALIST MASSES PARTY,SOCIALIST MASSES PARTY (PROTECTION TUNISIA LIBYA),CANONICAL_ENTITY:SOCIALIST_MASSES_PARTY_PROTECTION_TUNISIA_LIBYA,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Masses Party,A moderate political party in the Ryukyu Islands.
SOCIALIST NATIONAL COUNCIL,SOCIALIST NATIONAL COUNCIL (MAAG COTY TAIPEI),CANONICAL_ENTITY:SOCIALIST_NATIONAL_COUNCIL_MAAG_COTY_TAIPEI,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist National Council,A political group in France involved in the decision-making process regarding government formation.
SOCIALIST OPPOSITION,SOCIALIST OPPOSITION (STALIN ARABIA FAYSAL),CANONICAL_ENTITY:SOCIALIST_OPPOSITION_STALIN_ARABIA_FAYSAL,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Opposition,Opposition party in West Germany.
SOCIALIST ORIENTED UNION,SOCIALIST ORIENTED UNION (BULGARIA HUNGARY GRUBER),CANONICAL_ENTITY:SOCIALIST_ORIENTED_UNION_BULGARIA_HUNGARY_GRUBER,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist-oriented union,A labor union in France with a Socialist orientation.
SOCIALIST PARTY JSP,SOCIALIST PARTY JSP (INEJIRO PRABANG LUANG),CANONICAL_ENTITY:SOCIALIST_PARTY_JSP_INEJIRO_PRABANG_LUANG,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist party (JSP),Political party involved in the demonstrations in Japan.
SOCIALIST PEOPLES PARTY,SOCIALIST PEOPLES PARTY (OFFICES LARSEN AKSEL),CANONICAL_ENTITY:SOCIALIST_PEOPLES_PARTY_OFFICES_LARSEN_AKSEL,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist People's party,A splinter national Communist party formed in 1959
SOCIALIST REICH PARTY SRP,SOCIALIST REICH PARTY SRP (SAEB DORLS SALAAM),CANONICAL_ENTITY:SOCIALIST_REICH_PARTY_SRP_SAEB_DORLS_SALAAM,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Reich Party (SRP),"Neo-Nazi party that recently dissolved, removing a threat to conservative parties."
SOCIALIST REICHS PARTY,SOCIALIST REICHS PARTY (SOUTHWEST BUNDESTAG SENATE),CANONICAL_ENTITY:SOCIALIST_REICHS_PARTY_SOUTHWEST_BUNDESTAG_SENATE,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Reichs Party,Right extremist political party in Germany.
SOCIALIST RESURRECTION BAATH PARTY,SOCIALIST RESURRECTION BAATH PARTY (JACOBO URUGUAY RIAD),CANONICAL_ENTITY:SOCIALIST_RESURRECTION_BAATH_PARTY_JACOBO_URUGUAY_RIAD,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Resurrection (Baath) Party,Political group receiving financial support from Soviet sources.
SOCIALIST RESURRECTIONIST PARTY,SOCIALIST RESURRECTIONIST PARTY (MOOSE SYRIA JAMALI),CANONICAL_ENTITY:SOCIALIST_RESURRECTIONIST_PARTY_MOOSE_SYRIA_JAMALI,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist-Resurrectionist Party,Political group causing trouble in Syria
SOCIALIST STATE SECRETARY,SOCIALIST STATE SECRETARY (ARGENTINA BRITAIN AUSTRIA),CANONICAL_ENTITY:SOCIALIST_STATE_SECRETARY_ARGENTINA_BRITAIN_AUSTRIA,a3_single_cluster_self,1.0,1,1,Person,Socialist State Secretary,Austrian official involved in treaty negotiations.
SOCIALIST TRADE UNIONS,SOCIALIST TRADE UNIONS (JUSTIN JUBA TIMBERLAKE),CANONICAL_ENTITY:SOCIALIST_TRADE_UNIONS_JUSTIN_JUBA_TIMBERLAKE,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist trade unions,Group instigating strikes in Belgium
SOCIALIST UNITED FRONT,SOCIALIST UNITED FRONT (ARGENTINA PRAPAT POTE),CANONICAL_ENTITY:SOCIALIST_UNITED_FRONT_ARGENTINA_PRAPAT_POTE,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist United Front,left-wing political group in Thailand
SOCIALIST UNITY PARTY SED,SOCIALIST UNITY PARTY SED (TURKEY IRAN EGYPT),CANONICAL_ENTITY:SOCIALIST_UNITY_PARTY_SED_TURKEY_IRAN_EGYPT,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Unity Party (SED),Political party in East Germany that convened a meeting.
SOCIALIST VICE CHANCELLOR PITTERMANN,SOCIALIST VICE CHANCELLOR PITTERMANN (MANABI LAPIN ECUADOR),CANONICAL_ENTITY:SOCIALIST_VICE_CHANCELLOR_PITTERMANN_MANABI_LAPIN_ECUADOR,a3_single_cluster_self,1.0,1,1,Person,Socialist Vice Chancellor Pittermann,Vice Chancellor of Austria who met with Soviet Ambassador Lapin.
SOCIALIST WORKERS CONFEDERATION,SOCIALIST WORKERS CONFEDERATION (SOBSI SUKARNO DJUANDA),CANONICAL_ENTITY:SOCIALIST_WORKERS_CONFEDERATION_SOBSI_SUKARNO_DJUANDA,a3_single_cluster_self,1.0,1,1,Organization,Socialist Workers Confederation,A labor organization that decided to abandon its moderate wage policy.
SOCIALIST WORKERS PARTY,SOCIALIST WORKERS PARTY (JANOS MINDSZENTY KETHELY),CANONICAL_ENTITY:SOCIALIST_WORKERS_PARTY_JANOS_MINDSZENTY_KETHELY,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialist Workers Party,New party formed to break with the Stalinist past
SOCIALISTS AND POPULAR REPUBLICANS,SOCIALISTS AND POPULAR REPUBLICANS (LEXPRESS LANIEL SCELBA),CANONICAL_ENTITY:SOCIALISTS_AND_POPULAR_REPUBLICANS_LEXPRESS_LANIEL_SCELBA,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Socialists and Popular Republicans,Political groups in France that have indicated they will not support an anti-EDC government.
SOCIETA COMMERCIALE COMMISSIONARIA,SOCIETA COMMERCIALE COMMISSIONARIA (NAZIMUDDIN ITALIAN IRAN),CANONICAL_ENTITY:SOCIETA_COMMERCIALE_COMMISSIONARIA_NAZIMUDDIN_ITALIAN_IRAN,a3_single_cluster_self,1.0,1,1,Organization,Societa Commerciale Commissionaria,Italian agency interested in selling Iranian oil.
SOCIETE FINANCIERE ECONOMIQUE,SOCIETE FINANCIERE ECONOMIQUE (VADUX JAKOB DPS),CANONICAL_ENTITY:SOCIETE_FINANCIERE_ECONOMIQUE_VADUX_JAKOB_DPS,a3_single_cluster_self,1.0,1,1,Organization,Societe Financiere Economique,An intermediary for Soviet satellite buyers of Spanish lead.
SOCIETE NATIONALE DES PETROLES DU LANGUEDOC MEDITERRANEEN,SOCIETE NATIONALE DES PETROLES DU LANGUEDOC MEDITERRANEEN (SAHIB SALAAM TUDEH),CANONICAL_ENTITY:SOCIETE_NATIONALE_DES_PETROLES_DU_LANGUEDOC_MEDITERRANEEN_SAHIB_SALAAM_TUDEH,a3_single_cluster_self,1.0,1,1,Organization,Societe Nationale des Petroles du Languedoc Mediterraneen,A French company formed to drill for oil in Afghanistan.
SOCIETY FOR SCIENTIFIC EDUCATION,SOCIETY FOR SCIENTIFIC EDUCATION (PPF NEPSZABADSAG LOSONCZI),CANONICAL_ENTITY:SOCIETY_FOR_SCIENTIFIC_EDUCATION_PPF_NEPSZABADSAG_LOSONCZI,a3_single_cluster_self,1.0,1,1,Organization,Society for Scientific Education,An organization preparing to send lecturers to the countryside.
SOCIETÉ DES PETROLES CONCORDIA,SOCIETÉ DES PETROLES CONCORDIA (PROSPECTING MOZAFAR SHAFAI),CANONICAL_ENTITY:SOCIET_DES_PETROLES_CONCORDIA_PROSPECTING_MOZAFAR_SHAFAI,a3_single_cluster_self,1.0,1,1,Organization,Societé des Petroles Concordia,West German-owned oil company in Syria.
SOE,SOE (DOCKYARD CZECHOSLOVAKIA THAN),CANONICAL_ENTITY:SOE_DOCKYARD_CZECHOSLOVAKIA_THAN,a4_keep_separate,0.7,1,1,Person,Soe,Top Communist insurgent leader in Burma.
SOHOJIN,SOHOJIN (WONSAN KINGDOM BUNDESTAG),CANONICAL_ENTITY:SOHOJIN_WONSAN_KINGDOM_BUNDESTAG,a3_single_cluster_self,1.0,1,1,Location,Sohojin,Location near Hungnam where mine-laying crews are requested to continue work.
SOKOLOVSKI,SOKOLOVSKI (VILLACORTA SALDIAS APRA),CANONICAL_ENTITY:SOKOLOVSKI_VILLACORTA_SALDIAS_APRA,a3_single_cluster_self,1.0,1,1,Person,Sokolovski,First Deputy Minister of Defense of the USSR.
SOKOLOVSKY,SOKOLOVSKY (SHTEMENKO SEMYON RODION),CANONICAL_ENTITY:SOKOLOVSKY_SHTEMENKO_SEMYON_RODION,a3_single_cluster_self,1.0,1,1,Person,Sokolovsky,Chief of Staff of the Soviet Union's military.
SOLANAS PACHECO,SOLANAS PACHECO (VAGO ESTEVEZ ALSOGARAY),CANONICAL_ENTITY:SOLANAS_PACHECO_VAGO_ESTEVEZ_ALSOGARAY,a3_single_cluster_self,1.0,1,1,Person,Solanas Pacheco,Army Secretary who resubmitted his resignation
SOLH,PREMIER SOLH,CANONICAL_ENTITY:PREMIER_SOLH,accept_rule,1.0,1,1,Person,Solh,Moslem leader in Lebanon regarded as capable of withstanding pressures.
SOLOD,SOLOD (CZECHOSLOVAKIA ARABIA YEMEN),CANONICAL_ENTITY:SOLOD_CZECHOSLOVAKIA_ARABIA_YEMEN,a3_single_cluster_self,1.0,1,1,Person,Solod,Soviet ambassador who informed Egyptian premier Nasr about the visit.
SOLOMON BANDARANAIKE,SOLOMON BANDARANAIKE (WIJEYANANDA WARDENE GOONA),CANONICAL_ENTITY:SOLOMON_BANDARANAIKE_WIJEYANANDA_WARDENE_GOONA,a3_single_cluster_self,1.0,1,1,Person,Solomon Bandaranaike,Former Prime Minister who died from gunshot wounds.
SOLOVYEV,SOLOVYEV (ROMANIA ECUADOR ZAKHAROV),CANONICAL_ENTITY:SOLOVYEV_ROMANIA_ECUADOR_ZAKHAROV,a3_single_cluster_self,1.0,1,1,Person,Solovyev,Colonel replacing Zakharov as the USSR's Berlin commandant.
SOM SANITH GOVERNMENT,SOM SANITH GOVERNMENT (SAVANG HAMMARSKJOLD TSHOMB),CANONICAL_ENTITY:SOM_SANITH_GOVERNMENT_SAVANG_HAMMARSKJOLD_TSHOMB,a3_single_cluster_self,1.0,1,1,Government,Som-Sanith government,The government that resigned following a vote of no confidence.
SOMALI GOVERNMENT,SOMALI GOVERNMENT (NEGRO ARTISANS TSHOMBES),CANONICAL_ENTITY:SOMALI_GOVERNMENT_NEGRO_ARTISANS_TSHOMBES,a3_single_cluster_self,1.0,1,1,Government,Somali Government,"Government of the Somali Republic, considering economic aid from the USSR."
SOMALI NATIONALISTS,SOMALI NATIONALISTS (CASTRO ITALY FIDEL),CANONICAL_ENTITY:SOMALI_NATIONALISTS_CASTRO_ITALY_FIDEL,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Somali nationalists,Group opposing Ethiopian policy towards Somalia
SOMALI TRIBESMEN,SOMALI TRIBESMEN (ETHIOPIA ABABA ADDIS),CANONICAL_ENTITY:SOMALI_TRIBESMEN_ETHIOPIA_ABABA_ADDIS,a3_single_cluster_self,1.0,1,1,Other,Somali tribesmen,Nomadic tribesmen from the British protectorate of Somaliland involved in the conflict.
SOMSANITH CABINET,SOMSANITH CABINET (HUH LEBANON ARABIA),CANONICAL_ENTITY:SOMSANITH_CABINET_HUH_LEBANON_ARABIA,a3_single_cluster_self,1.0,1,1,Organization,Somsanith cabinet,New cabinet in Laos approved on 5 June
SOMSANITH REGIME,SOMSANITH REGIME (OUANE THAILAND PATHET),CANONICAL_ENTITY:SOMSANITH_REGIME_OUANE_THAILAND_PATHET,a3_single_cluster_self,1.0,1,1,Government,Somsanith regime,The regime in Laos during the time of the conflict.
SON,SON (PUNG NEPAL KI),CANONICAL_ENTITY:SON_PUNG_NEPAL_KI,a4_keep_separate,0.7,1,1,Person,Son,South Korean defense minister who commented on Yi Ki-pung's nomination.
SON SANN,SON SANN (CHANDERLI ABDELKADER MASMOUDI),CANONICAL_ENTITY:SON_SANN_CHANDERLI_ABDELKADER_MASMOUDI,a3_single_cluster_self,1.0,1,1,Person,Son Sann,Personal adviser to Sihanouk on foreign affairs
SON TAY PROVINCE,SON TAY PROVINCE (CHANGSHA CANTON LOC),CANONICAL_ENTITY:SON_TAY_PROVINCE_CHANGSHA_CANTON_LOC,a3_single_cluster_self,1.0,1,1,Location,Son Tay Province,Province northwest of Hanoi where French evacuation began.
SONG IN SONG,SONG IN SONG (SYNGMAN IBRD HERTER),CANONICAL_ENTITY:SONG_IN_SONG_SYNGMAN_IBRD_HERTER,a3_single_cluster_self,1.0,1,1,Person,Song In-song,Minister of Finance in South Korea
SONGJIN,SONGJIN (KOREA FRANCE UK),CANONICAL_ENTITY:SONGJIN_KOREA_FRANCE_UK,a3_single_cluster_self,1.0,1,1,Location,Songjin,A location in northeastern Korea where the bomber was observed.
SOONG CHING LING,SOONG CHING LING (TUNG TSE PI),CANONICAL_ENTITY:SOONG_CHING_LING_TUNG_TSE_PI,a3_single_cluster_self,1.0,1,1,Person,Soong Ching-ling,"Widow of Sun Yat-sen, Chinese nationalist leader."
SOP SAISANA,SOP SAISANA (PLAINE KASSY PRABANG),CANONICAL_ENTITY:SOP_SAISANA_PLAINE_KASSY_PRABANG,a3_single_cluster_self,1.0,1,1,Person,Sop-saisana,Secretary of state for foreign affairs of Laos.
SOTO,SOTO (GUINEA PORTUGUESE CABRAL),CANONICAL_ENTITY:SOTO_GUINEA_PORTUGUESE_CABRAL,a3_single_cluster_self,1.0,1,1,Person,Soto,Labor boss in Cuba who commented on the proclamation of a socialist republic.
SOUDANESE LEADERS,SOUDANESE LEADERS (CZECHOSLOVAKIA CUBA MALI),CANONICAL_ENTITY:SOUDANESE_LEADERS_CZECHOSLOVAKIA_CUBA_MALI,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Soudanese leaders,Leaders from Sudan favoring close ties with the bloc.
SOULIE,SOULIE (SIMBOLON SUKARNO NASUTION),CANONICAL_ENTITY:SOULIE_SIMBOLON_SUKARNO_NASUTION,a3_single_cluster_self,1.0,1,1,Person,Soulie,American ambassador who advised Paris regarding coalition government.
SOUNTHONE,SOUNTHONE (SOUVANNAVONG PHOLSENA KHAMPHAN),CANONICAL_ENTITY:SOUNTHONE_SOUVANNAVONG_PHOLSENA_KHAMPHAN,a3_single_cluster_self,1.0,1,1,Military,Sounthone,General who held the defense portfolio in previous government
SOUSSOUS,SOUSSOUS (WET VADERLAND NEL),CANONICAL_ENTITY:SOUSSOUS_WET_VADERLAND_NEL,a3_single_cluster_self,1.0,1,1,Other,Soussous,Tribe in Guinea that predominates in Touré's regime.
SOUTH AFRICAN,SOUTH AFRICAN (HOLDEN UPA BELGIAN),CANONICAL_ENTITY:SOUTH_AFRICAN_HOLDEN_UPA_BELGIAN,a3_single_cluster_self,1.0,1,1,Country,South African,Country from which the 21 South Africans arrived.
SOUTH AFRICAN AIR FORCE,SOUTH AFRICAN AIR FORCE (FAROUK ERASMUS TURKEY),CANONICAL_ENTITY:SOUTH_AFRICAN_AIR_FORCE_FAROUK_ERASMUS_TURKEY,a3_single_cluster_self,1.0,1,1,Military,South African Air Force,The military force seeking US jet aircraft for its Korea squadron.
SOUTH AFRICAN DEFENSE MINISTER,SOUTH AFRICAN DEFENSE MINISTER (GERMANY 1944 TURKEY),CANONICAL_ENTITY:SOUTH_AFRICAN_DEFENSE_MINISTER_GERMANY_1944_TURKEY,a3_single_cluster_self,1.0,1,1,Person,South African Defense Minister,Official pressing for US jet aircraft for Korea.
SOUTH AFRICAN DEFENSE MINISTER ERASMUS,SOUTH AFRICAN DEFENSE MINISTER ERASMUS (FAROUK TURKEY MORRISON),CANONICAL_ENTITY:SOUTH_AFRICAN_DEFENSE_MINISTER_ERASMUS_FAROUK_TURKEY_MORRISON,a3_single_cluster_self,1.0,1,1,Person,South African Defense Minister Erasmus,The minister pressing for US jet aircraft for the South African Air Force's Korea squadron.
SOUTH AFRICAN EXTERNAL AFFAIRS DEPARTMENT,SOUTH AFRICAN EXTERNAL AFFAIRS DEPARTMENT (SRP SAEB REICH),CANONICAL_ENTITY:SOUTH_AFRICAN_EXTERNAL_AFFAIRS_DEPARTMENT_SRP_SAEB_REICH,a3_single_cluster_self,1.0,1,1,Organization,South African External Affairs Department,Department considering withdrawal from the UN.
SOUTH AFRICAN MINISTRY OF EXTERNAL AFFAIRS,SOUTH AFRICAN MINISTRY OF EXTERNAL AFFAIRS (MADAGASCAR KENYA SUKARNO),CANONICAL_ENTITY:SOUTH_AFRICAN_MINISTRY_OF_EXTERNAL_AFFAIRS_MADAGASCAR_KENYA_SUKARNO,a3_single_cluster_self,1.0,1,1,Organization,South African Ministry of External Affairs,Government body in South Africa involved in international relations.
SOUTH AFRICAN POLICE,SOUTH AFRICAN POLICE (COLORED AFRICANIST CONGRESS),CANONICAL_ENTITY:SOUTH_AFRICAN_POLICE_COLORED_AFRICANIST_CONGRESS,a3_single_cluster_self,1.0,1,1,Government,South African police,The police force in South Africa involved in operations against opposition groups.
