normalized_label,mention_count,unique_docs,source_types,primary_type,label_ambiguity,looks_like_acronym,family,rule_candidate_labels,needs_sense_clustering
SENATOR EDMOND MICHELET,1,1,Person,Person,0.0,False,person_name,,False
SENATOR ELLENDER,1,1,Person,Person,0.0,False,person_name,,False
SENATOR FULBRIGHT,1,1,Person,Person,0.0,False,person_name,,False
SENATOR GEORGE,1,1,Person,Person,0.0,False,person_name,,False
SENATOR H ALEXANDER SMITH,1,1,Person,Person,0.0,False,person_name,,False
SENATOR HENRI ROCHEREAU,1,1,Person,Person,0.0,False,person_name,,False
SENATOR HUMPHREY,1,1,Person,Person,0.0,False,person_name,,False
SENATOR JOHNSON,1,1,Person,Person,0.0,False,person_name,,False
SENATOR JOSÉ LAUREL,1,1,Person,Person,0.0,False,person_name,,False
SENATOR KENNEDY,1,1,Person,Person,0.0,False,person_name,,False
SENATOR LABRIOLA,1,1,Person,Person,0.0,False,person_name,,False
SENATOR MAHMUD JAM,1,1,Person,Person,0.0,False,person_name,,False
SENATOR MARIO TORRES,1,1,Person,Person,0.0,False,person_name,,False
SENATOR ROCHERAU,1,1,Person,Person,0.0,False,person_name,,False
SENATOR WILEY,1,1,Person,Person,0.0,False,person_name,,False
SENI PRAMOTE,1,1,Person,Person,0.0,False,person_name,,False
SENIOR ITALIAN FOREIGN OFFICE OFFICIAL,1,1,Person,Person,0.0,False,person_name,,False
SERGE TIKHVINSKY,1,1,Person,Person,0.0,False,person_name,,False
SERGEI KIROV,1,1,Person,Person,0.0,False,person_name,,False
SERGEI KUDRYAVTSEV,1,1,Person,Person,0.0,False,person_name,,False
SERGEI TIKHVINSKY,1,1,Person,Person,0.0,False,person_name,,False
SERGEY KUDRYAVTSEV,1,1,Person,Person,0.0,False,person_name,,False
SEVASTOPOL,1,1,Location,Location,0.0,False,location,,False
SEVEN YEAR PLAN DIRECTOR EBTEHAJ,1,1,Person,Person,0.0,False,person,,False
SEVENTH REGIMENT,1,1,Military,Military,0.0,False,military,,False
SEVERE KURILSK,1,1,Location,Location,0.0,False,location,,False
SEVILLE,1,1,Location,Location,0.0,False,location,,False
SEYID ZIA,1,1,Person,Person,0.0,False,person_name,,False
SH R RASHIDOV,1,1,Person,Person,0.0,False,person_name,,False
SHAGLOUF,1,1,Person,Person,0.0,False,person_name,,False
SHAH MAHMOUD,1,1,Person,Person,0.0,False,person_name,,False
SHAH MAHMOUD KHAN,1,1,Person,Person,0.0,False,person_name,,False
SHAH MAHMUD KHAN,1,1,Person,Person,0.0,False,person_name,,False
SHAIBA AIRBASE,1,1,Location,Location,0.0,False,location,,False
SHAIBA FIELD,1,1,Location,Location,0.0,False,location,,False
SHAIKH HAMID,1,1,Location,Location,0.0,False,location,,False
SHALLUFA,1,1,Location,Location,0.0,False,location,,False
SHAN STATES,1,1,Location,Location,0.0,False,location,,False
SHANGHAI LUCHIAO,1,1,Location,Location,0.0,False,location,,False
SHANSHAL,1,1,Person,Person,0.0,False,person_name,,False
SHANTUNG,1,1,Location,Location,0.0,False,location,,False
SHAOWU,1,1,Location,Location,0.0,False,location,,False
SHARA,1,1,Person,Person,0.0,False,person_name,,False
SHARM EL SHAIKH,1,1,Location,Location,0.0,False,location,,False
SHARM EL SHEIK,1,1,Location,Location,0.0,False,location,,False
SHATALIN,1,1,Person,Person,0.0,False,person_name,,False
SHAWKAT,1,1,Person,Person,0.0,False,person_name,,False
SHAWQAT SHUQAYR,1,1,Person,Person,0.0,False,person_name,,False
SHAYKH FANNAR FAYSAL,1,1,Person,Person,0.0,False,person_name,,False
SHEIK AHMAD,1,1,Person,Person,0.0,False,person_name,,False
SHEIK ALI MUHSIN,1,1,Person,Person,0.0,False,person_name,,False
SHEIKH,1,1,Person,Person,0.0,False,person_name,,False
SHELEPIN,1,1,Person,Person,0.0,False,person_name,,False
SHEN CHANG HUAN,1,1,Person,Person,0.0,False,person_name,,False
SHENYANG,1,1,Location,Location,0.0,False,location,,False
SHETLAND ISLANDS,1,1,Location,Location,0.0,False,location,,False
SHIA MOSLEM,1,1,ReligiousGroup,ReligiousGroup,0.0,False,religious_group,,False
SHIA MOSLEM DIVINE,1,1,Person,Person,0.0,False,person_name,,False
SHIAS,1,1,ReligiousGroup,ReligiousGroup,0.0,False,religious_group,,False
SHIBORIN,1,1,Person,Person,0.0,False,person_name,,False
SHIGERU YOSHIDA,1,1,Person,Person,0.0,False,person_name,,False
SHIHPU,1,1,Location,Location,0.0,False,location,,False
SHIKOTAN ISLANDS,1,1,Location,Location,0.0,False,location,,False
SHIMON ORENSTEIN,1,1,Person,Person,0.0,False,person_name,,False
SHIN TAE YONG,1,1,Person,Person,0.0,False,person_name,,False
SHIRLEY COREA,1,1,Person,Person,0.0,False,person_name,,False
SHOZO MURATA,1,1,Person,Person,0.0,False,person_name,,False
SHUAYR,1,1,Person,Person,0.0,False,person_name,,False
SHUKRI AL QUWATLI,1,1,Person,Person,0.0,False,person_name,,False
SHUQAYRI,1,1,Person,Person,0.0,False,person_name,,False
SI MBAREK BEKKAI,1,1,Person,Person,0.0,False,person_name,,False
SIBERIA,1,1,Location,Location,0.0,False,location,,False
SIBIR CLASS SHIPS,1,1,Military,Military,0.0,False,military,,False
SIBIR SHIPS,1,1,Military,Military,0.0,False,military,,False
SIBOLGA,1,1,Location,Location,0.0,False,location,,False
SICILIAN STRAITS,1,1,Location,Location,0.0,False,location,,False
SIDI IFNI,1,1,Location,Location,0.0,False,location,,False
SIDIQ AL MAHDI,1,1,Person,Person,0.0,False,person_name,,False
SIDON,1,1,Location,Location,0.0,False,location,,False
SIEM REAP,1,1,Location,Location,0.0,False,location,,False
SIHN SONG MO,1,1,Person,Person,0.0,False,person_name,,False
SIMONEN,1,1,Person,Person,0.0,False,person_name,,False
SINGAPORE POLICE,1,1,Military,Military,0.0,False,military,,False
SINO AMERICAN NEGOTIATIONS,1,1,Document,Document,0.0,False,document,,False
SINO INDIAN BORDER,1,1,Location,Location,0.0,False,location,,False
SINO NEPALESE AGREEMENT,1,1,Document,Document,0.0,False,document,,False
SINO SOVIET AGREEMENT,1,1,Document,Document,0.0,False,document,,False
SINO SOVIET BORDER,1,1,Location,Location,0.0,False,location,,False
SINO SOVIET TRANSPORTS,1,1,Military,Military,0.0,False,military,,False
SINO SOVIET TREATY,1,1,Document,Document,0.0,False,document,,False
SINO SOVIET TREATY OF 1950,1,1,Document,Document,0.0,False,document,,False
SINO TIBETAN AGREEMENT,1,1,Document,Document,0.0,False,document,,False
SINO VIET MINH AGREEMENT,1,1,Document,Document,0.0,False,document,,False
SINSUKE KISHI,1,1,Person,Person,0.0,False,person_name,,False
SIR AHMADU BELLO,1,1,Person,Person,0.0,False,person_name,,False
SIR ALEXANDER KIRKBRIDE,1,1,Person,Person,0.0,False,person_name,,False
SIR CHARLES BOOTHBY,1,1,Person,Person,0.0,False,person_name,,False
SIR EDGAR,1,1,Person,Person,0.0,False,person_name,,False
SIR FREDERICK CRAWFORD,1,1,Person,Person,0.0,False,person_name,,False
SIR GEORGE ERSKINE,1,1,Person,Person,0.0,False,person_name,,False
SIR GERALD TEMPLER,1,1,Person,Person,0.0,False,person_name,,False
SIR GLADWYN JEBB,1,1,Person,Person,0.0,False,person_name,,False
SIR GODFREY HUGGINS,1,1,Person,Person,0.0,False,person_name,,False
SIR HAROLD CACCIA,1,1,Person,Person,0.0,False,person_name,,False
SIR IVONE KIRKPATRICK,1,1,Person,Person,0.0,False,person_name,,False
SIR JEHANGIR GHANDY,1,1,Person,Person,0.0,False,person_name,,False
SIR JOHN HARDING,1,1,Person,Person,0.0,False,person_name,,False
SIR LESLIE MUNRO,1,1,Person,Person,0.0,False,person_name,,False
SIR OLIVER GOONETILLEKE,1,1,Person,Person,0.0,False,person_name,,False
SIR PATRICK REILLY,1,1,Person,Person,0.0,False,person_name,,False
SIR RICHARD TURNBULL,1,1,Person,Person,0.0,False,person_name,,False
SIR ROBERT ARMITAGE,1,1,Person,Person,0.0,False,person_name,,False
SIR ROBERT HOWE,1,1,Person,Person,0.0,False,person_name,,False
SIR ROGER STEVENS,1,1,Person,Person,0.0,False,person_name,,False
SIR ROY WELENSKY,1,1,Person,Person,0.0,False,person_name,,False
SIR WILLIAM DICKSON,1,1,Person,Person,0.0,False,person_name,,False
SIRGHAYA,1,1,Location,Location,0.0,False,location,,False
SIRRYW,1,1,Person,Person,0.0,False,person_name,,False
SISOUK NA CHAMPASSAK,1,1,Person,Person,0.0,False,person_name,,False
SISOUMANG,1,1,Person,Person,0.0,False,person_name,,False
SIXTH BOMBER CORPS,1,1,Military,Military,0.0,False,military,,False
SIXTH DIVISION,1,1,Military,Military,0.0,False,military,,False
SIXTH FLEET,1,1,Military,Military,0.0,False,military,,False
SJAHRIR,1,1,Person,Person,0.0,False,person_name,,False
SJARFUDDIN,1,1,Person,Person,0.0,False,person_name,,False
SKORZENY,1,1,Person,Person,0.0,False,person_name,,False
SLOVENIA,1,1,Location,Location,0.0,False,location,,False
SMELA,1,1,Military,Military,0.0,False,military,,False
SMOLENSK,1,1,Location,Location,0.0,False,location,,False
SNAGOV,1,1,Location,Location,0.0,False,location,,False
SO MIN HO,1,1,Person,Person,0.0,False,person_name,,False
SOCHI,1,1,Location,Location,0.0,False,location,,False
SOCIALIST LEADER MOLLET,1,1,Person,Person,0.0,False,person_name,,False
SOCIALIST STATE SECRETARY,1,1,Person,Person,0.0,False,location,,False
SOCIALIST VICE CHANCELLOR PITTERMANN,1,1,Person,Person,0.0,False,person_name,,False
SOHOJIN,1,1,Location,Location,0.0,False,location,,False
SOKOLOVSKI,1,1,Person,Person,0.0,False,person_name,,False
SOKOLOVSKY,1,1,Person,Person,0.0,False,person_name,,False
SOLANAS PACHECO,1,1,Person,Person,0.0,False,person_name,,False
SOLOD,1,1,Person,Person,0.0,False,person_name,,False
SOLOMON BANDARANAIKE,1,1,Person,Person,0.0,False,person_name,,False
SOLOVYEV,1,1,Person,Person,0.0,False,person_name,,False
SON SANN,1,1,Person,Person,0.0,False,person_name,,False
SON TAY PROVINCE,1,1,Location,Location,0.0,False,location,,False
SONG IN SONG,1,1,Person,Person,0.0,False,person_name,,False
SONGJIN,1,1,Location,Location,0.0,False,location,,False
SOONG CHING LING,1,1,Person,Person,0.0,False,person_name,,False
SOP SAISANA,1,1,Person,Person,0.0,False,person_name,,False
SOTO,1,1,Person,Person,0.0,False,person_name,,False
SOULIE,1,1,Person,Person,0.0,False,person_name,,False
SOUNTHONE,1,1,Military,Military,0.0,False,military,,False
SOUTH AFRICAN,1,1,Country,Country,0.0,False,country,,False
SOUTH AFRICAN AIR FORCE,1,1,Military,Military,0.0,False,military,,False
SOUTH AFRICAN DEFENSE MINISTER,1,1,Person,Person,0.0,False,person,,False
SOUTH AFRICAN DEFENSE MINISTER ERASMUS,1,1,Person,Person,0.0,False,person,,False
SOUTH AFRICAN PRIME MINISTER MALAN,1,1,Person,Person,0.0,False,person,,False
SOUTH AFRICAN REPUBLIC,1,1,Country,Country,0.0,False,country,,False
SOUTH BORNEO,1,1,Location,Location,0.0,False,location,,False
SOUTH CHINA COAST,1,1,Location,Location,0.0,False,location,,False
SOUTH CHINA FLEET,1,1,Military,Military,0.0,False,military,,False
SOUTH CHINA SEA,1,1,Location,Location,0.0,False,location,,False
SOUTH KOREAN AIR FORCE,1,1,Military,Military,0.0,False,military,,False
SOUTH KOREAN COMMANDER,1,1,Person,Person,0.0,False,person_name,,False
SOUTH KOREAN JOINT CHIEFS OF STAFF,1,1,Military,Military,0.0,False,military,,False
SOUTH KOREAN MINISTER KIM,1,1,Person,Person,0.0,False,person,,False
SOUTH KOREAN MINISTER OF DEFENSE,1,1,Person,Person,0.0,False,person,,False
SOUTH KOREAN NAVY,1,1,Military,Military,0.0,False,military,,False
SOUTH KOREAN PORT CITY OF MASAN,1,1,Location,Location,0.0,False,location,,False
SOUTH KOREAN PRESIDENT RHEE,1,1,Person,Person,0.0,False,person_name,,False
SOUTH KOREAN SECOND ARMY,1,1,Military,Military,0.0,False,military,,False
SOUTH MOLUCCAS,1,1,Location,Location,0.0,False,location,,False
SOUTH TYROL,1,1,Location,Location,0.0,False,location,,False
SOUTH URAL,1,1,Location,Location,0.0,False,location,,False
SOUTH VIETNAMESE FORCES,1,1,Military,Military,0.0,False,military,,False
SOUTH VIETNAMESE MILITARY LEADERS,1,1,Military,Military,0.0,False,military,,False
SOUTH VIETNAMESE SPECIAL FORCES,1,1,Military,Military,0.0,False,military,,False
SOUTH WEST AFRICA,1,1,Location,Location,0.0,False,location,,False
SOUTHERN COMMAND,1,1,Military,Military,0.0,False,military,,False
SOUTHERN GROUP OF FORCES IN HUNGARY,1,1,Military,Military,0.0,False,military,,False
SOUTHWEST CHINA,1,1,Location,Location,0.0,False,location,,False
SOUTOU,1,1,Person,Person,0.0,False,person_name,,False
SOUVANNA PHOUMI AGREEMENT,1,1,Document,Document,0.0,False,document,,False
SOUVANNAH PHOUMA,1,1,Person,Person,0.0,False,person_name,,False
SOUZA GOMES,1,1,Person,Person,0.0,False,person_name,,False
SOVIET 24TH AIR ARMY,1,1,Military,Military,0.0,False,military,,False
SOVIET 9TH AIR ARMY,1,1,Military,Military,0.0,False,military,,False
SOVIET AIR ARMIES,1,1,Military,Military,0.0,False,military,,False
SOVIET AIR TECHNICIANS,1,1,Military,Military,0.0,False,military,,False
SOVIET ALBANIAN JOINT STATEMENT,1,1,Document,Document,0.0,False,document,,False
SOVIET AMBASSADOR BOGOMOLOV,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR IN PARIS,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR LAVRENTIEV,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR LAVRENTYEV,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR PAVLOV,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR PUSHKIN,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR SADCHIKOV,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR SHPEDKO,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR SMIRNOV,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR TO BONN,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR TO SWEDEN,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR TO WEST GERMANY SMIRNOV,1,1,Person,Person,0.0,False,person,,False
SOVIET AMBASSADOR VINOGRADOV,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AMBASSADOR ZHUKOV,1,1,Person,Person,0.0,False,person_name,,False
SOVIET AN 12,1,1,Military,Military,0.0,False,military,,False
SOVIET AND POLISH SHIPS,1,1,Military,Military,0.0,False,military,,False
SOVIET BISON JET HEAVY BOMBER,1,1,Military,Military,0.0,False,military,,False
SOVIET BLACK SEA FLEET,1,1,Military,Military,0.0,False,military,,False
SOVIET CENTRAL ARCTIC,1,1,Location,Location,0.0,False,location,,False
SOVIET COMMANDER IN CHIEF,1,1,Military,Military,0.0,False,military,,False
SOVIET COMMANDER IN CHIEF IN EAST GERMANY,1,1,Person,Person,0.0,False,person,,False
SOVIET DEFENSE MINISTER MARSHAL MALINOVSKY,1,1,Person,Person,0.0,False,person,,False
SOVIET DEFENSE MINISTER ZHUKOV,1,1,Person,Person,0.0,False,person,,False
SOVIET DEPUTY FOREIGN MINISTER PUSHKIN,1,1,Person,Person,0.0,False,person,,False
SOVIET DESTROYERS AND SUBMARINES,1,1,Military,Military,0.0,False,military,,False
SOVIET EMBASSY IN RANGOON,1,1,Location,Location,0.0,False,location,,False
SOVIET FAR EAST TANKER FLEET,1,1,Military,Military,0.0,False,military,,False
SOVIET FIGHTER AIRCRAFT,1,1,Military,Military,0.0,False,military,,False
SOVIET FORCES IN HUNGARY,1,1,Military,Military,0.0,False,military,,False
SOVIET FOREIGN MINISTER GROMYKO,1,1,Person,Person,0.0,False,person,,False
SOVIET FOREIGN MINISTER MOLOTOV,1,1,Person,Person,0.0,False,person,,False
SOVIET GENERAL DENGIN,1,1,Person,Person,0.0,False,person_name,,False
SOVIET GROUND FORCES,1,1,Military,Military,0.0,False,military,,False
SOVIET GROUP OF OCCUPATION FORCES GERMANY GOFG,1,1,Military,Military,0.0,False,military,,False
SOVIET INDIAN JOINT DECLARATION,1,1,Document,Document,0.0,False,document,,False
SOVIET INFANTRY DIVISION,1,1,Military,Military,0.0,False,military,,False
SOVIET IRAQI ECONOMIC ACCORD,1,1,Document,Document,0.0,False,document,,False
SOVIET LEGATION IN TIRANA,1,1,Location,Location,0.0,False,location,,False
SOVIET MADE IL 14,1,1,Military,Military,0.0,False,military,,False
SOVIET MANCHURIAN BORDER,1,1,Location,Location,0.0,False,location,,False
SOVIET MARSHAL ROKOSSOVSKY,1,1,Person,Person,0.0,False,person_name,,False
SOVIET MIGS,1,1,Military,Military,0.0,False,military,,False
SOVIET MILITARY,1,1,Military,Military,0.0,False,military,,False
SOVIET MILITARY ADMINISTRATION,1,1,Military,Military,0.0,False,military,,False
SOVIET MILITARY AND NAVAL ATTACHES,1,1,Military,Military,0.0,False,military,,False
SOVIET MILITARY ATTACHÉ,1,1,Military,Military,0.0,False,military,,False
SOVIET MILITARY UNITS,1,1,Military,Military,0.0,False,military,,False
SOVIET MINISTER LEBEDEV,1,1,Person,Person,0.0,False,person,,False
SOVIET MINISTER OF GEOLOGY,1,1,Person,Person,0.0,False,person,,False
SOVIET MINISTRY OF STATE SECURITY,1,1,Organization,Organization,0.0,False,location,,False
SOVIET NATIONAL,1,1,Person,Person,0.0,False,person_name,,False
SOVIET NAVAL OFFICERS,1,1,Military,Military,0.0,False,military,,False
SOVIET NAVAL VESSELS,1,1,Military,Military,0.0,False,military,,False
SOVIET NINTH AIR ARMY,1,1,Military,Military,0.0,False,military,,False
SOVIET NORTHERN FLEET,1,1,Military,Military,0.0,False,military,,False
SOVIET OFFICERS,1,1,Military,Military,0.0,False,military,,False
SOVIET OFFICIAL,1,1,Person,Person,0.0,False,person_name,,False
SOVIET PARTY CONGRESS,1,1,Document,Document,0.0,False,document,,False
SOVIET SATELLITE,1,1,Military,Military,0.0,False,military,,False
SOVIET SCIENTISTS,1,1,Person,Person,0.0,False,person_name,,False
SOVIET SECTOR OF BERLIN,1,1,Location,Location,0.0,False,location,,False
SOVIET SIXTH FIVE YEAR PLAN,1,1,Document,Document,0.0,False,document,,False
SOVIET SOLDIER,1,1,Person,Person,0.0,False,person_name,,False
SOVIET SPEAKER,1,1,Person,Person,0.0,False,person_name,,False
SOVIET SUBMARINE FORCE,1,1,Military,Military,0.0,False,military,,False
SOVIET SURVEY TEAM,1,1,Military,Military,0.0,False,military,,False
SOVIET T 34,1,1,Military,Military,0.0,False,military,,False
SOVIET TANKER BATUMI,1,1,Military,Military,0.0,False,military,,False
SOVIET THIRD LONG RANGE AIR ARMY,1,1,Military,Military,0.0,False,military,,False
SOVIET TROOP PATROLS,1,1,Military,Military,0.0,False,military,,False
SOVIET UN DELEGATE VYSHINSKY,1,1,Person,Person,0.0,False,person,,False
SPANISH AMBASSADOR TO THE US LEQUERICA,1,1,Person,Person,0.0,False,person,,False
SPANISH BLUE DIVISION,1,1,Military,Military,0.0,False,military,,False
SPANISH FOREIGN MINISTER,1,1,Person,Person,0.0,False,person,,False
SPANISH GENERAL STAFF,1,1,Military,Military,0.0,False,military,,False
SPANISH HIGH COMMISSIONER,1,1,Person,Person,0.0,False,person_name,,False
SPANISH MILITARY,1,1,Military,Military,0.0,False,military,,False
SPANISH MINISTER OF COMMERCE,1,1,Person,Person,0.0,False,person,,False
SPANISH TROOPS,1,1,Military,Military,0.0,False,military,,False
SPINOY,1,1,Person,Person,0.0,False,person_name,,False
SPLIT,1,1,Location,Location,0.0,False,location,,False
SPOFFORD,1,1,Person,Person,0.0,False,person_name,,False
SPRATLY GROUP,1,1,Location,Location,0.0,False,location,,False
SPROUSE,1,1,Person,Person,0.0,False,person_name,,False
SPRUANCE,1,1,Person,Person,0.0,False,person_name,,False
SPUTNIK VII,1,1,Document,Document,0.0,False,document,,False
SPYROS MARKEZINIS,1,1,Person,Person,0.0,False,person_name,,False
SRINAGAR,1,1,Location,Location,0.0,False,location,,False
ST LAWRENCE ISLAND,1,1,Location,Location,0.0,False,location,,False
ST LUCIA,1,1,Location,Location,0.0,False,location,,False
STANISLAW GAJEWSKI,1,1,Person,Person,0.0,False,person_name,,False
STANISLAW GUCWA,1,1,Person,Person,0.0,False,person_name,,False
STANISLAW PAWLAK,1,1,Person,Person,0.0,False,person_name,,False
STANISLAW SKRZESZEWSKI,1,1,Person,Person,0.0,False,person_name,,False
STANKO TODOROV,1,1,Person,Person,0.0,False,person_name,,False
STANLEYVILLE GENERAL LUNDULA,1,1,Person,Person,0.0,False,person_name,,False
STARKENBORGH,1,1,Person,Person,0.0,False,person_name,,False
STATE BANK OF ETHIOPIA,1,1,Organization,Organization,0.0,False,location,,False
STATE COMMITTEE FOR CULTURAL RELATIONS,1,1,Organization,Organization,0.0,False,location,,False
STATE CONTROLLED LABOR CONFEDERATION,1,1,Organization,Organization,0.0,False,location,,False
STATE ECONOMIC COMMISSION,1,1,Organization,Organization,0.0,False,location,,False
STATE NON FERROUS METALS IMPORT CORPORATION,1,1,Organization,Organization,0.0,False,location,,False
STATE OIL COMPANY,1,1,Organization,Organization,0.0,False,location,,False
STATE PLANNING OFFICE,1,1,Organization,Organization,0.0,False,location,,False
STATE SECRETARY FOR ALL GERMAN AFFAIRS THEDIECK,1,1,Person,Person,0.0,False,location,,False
STATE SECRETARY FOR FOREIGN AFFAIRS HALLSTEIN,1,1,Person,Person,0.0,False,location,,False
STATE SECRETARY GLOBKE,1,1,Person,Person,0.0,False,location,,False
STATE SECRETARY HALLSTEIN,1,1,Person,Person,0.0,False,location,,False
