community_id,node_key,label,analyst_label,size,top_labels,top_types,analyst_summary
2052,COMMUNITY:2052,Cold War Civilian Impact and Repatriation,Cold War Geopolitical Dynamics,3,SOVIET ORBIT [STEPHANOPOULOS / RUMANIA] | Civilian suffering in North Korea | Repatriation of Chinese Nationalists,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",Explores the effects of Cold War politics on civilian populations and the repatriation of displaced groups.
2057,COMMUNITY:2057,Cold War Alliances and Support,Geopolitical Strategies during the Cold War,3,USSR [STALIN / EGYPT] | Chinese support to Viet Minh | Stalin's atomic bomb interview,"{""EventCluster"": 2, ""CanonicalEntity"": 1}","This community explores the strategic alliances and support mechanisms during the Cold War, particularly involving the USSR and China."
2059,COMMUNITY:2059,Cold War Diplomatic Engagements in Eastern Europe,Cold War Political Dynamics and Alliances,3,USSR [CZECHOSLOVAKIA / POLAND] [91D3] | American diplomatic receptions | US-Cambodian agreement,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on diplomatic interactions and agreements involving the USSR and Eastern European nations during the Cold War.
2060,COMMUNITY:2060,Cold War Tensions in Military Alliances,Geopolitical Dynamics of the Cold War,3,USSR [ITALY / GURION] | Friction between USSR and Communist China | Israel seeking military equipment,"{""EventCluster"": 2, ""CanonicalEntity"": 1}","This community explores the military and political frictions involving the USSR, Israel, and Communist China during the Cold War."
2063,COMMUNITY:2063,Sino-Soviet Relations and Trade Challenges,Cold War Political Dynamics and Alliances,3,USSR [SHEK / TAIPEI] | Sino-Soviet conference | Sino-Soviet trade difficulties,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the complexities of Sino-Soviet interactions and their impact on trade during the Cold War.
2064,COMMUNITY:2064,Military Strategies in Cold War,Geopolitical Tensions and Military Strategies,3,USSR [ISRAEL / PAKISTAN] | Israeli Air Strength Increase | Kashmir Resolution Submission,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the interplay of Cold War politics and military developments in Israel and Pakistan.
2065,COMMUNITY:2065,Soviet Military and Diplomatic Engagements,Cold War Military and Diplomatic Dynamics,3,USSR [HAMMARSKJOLD / VIET] | Geneva conference discussions | Soviet military expenditure announcement,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on Soviet military announcements and diplomatic discussions during the Cold War era.
2171,COMMUNITY:2171,Political Turmoil in South Vietnam,Government Leadership and Civil Unrest,3,DIEM REGIME [TUNG / TSE] | Riots in Saigon | Comment on Cuban Government's pressure,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the intersection of government actions and public dissent during the Diem regime in South Vietnam.
2248,COMMUNITY:2248,British Military Deployment and Governance,Military Actions and Political Developments,3,Deployment of British troops | EDMOND BARRACHIN | NATIONAL CONSTITUTIONAL COMMISSION,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community focuses on the deployment of British troops and its implications for governance and constitutional matters.
2252,COMMUNITY:2252,Herzog's Mobilization Strategies in Israel,Cold War Political Dynamics in Israel,3,HERZOG | Mobilization in Israel | Soviet bloc approaches to Israel,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the strategic mobilization efforts led by Herzog within the context of Cold War influences on Israel.
2258,COMMUNITY:2258,Cold War Arms Negotiations in the Middle East,Geopolitical Dynamics of the Cold War Era,3,USSR [CZECHOSLOVAKIA / ARABIA] [8533] | Syria's arms negotiations | US reappraisal of Middle East policy,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on arms negotiations influenced by Cold War politics in the Middle East.
2276,COMMUNITY:2276,Military and Diplomatic Tensions in Egypt,Regional Conflicts and Military Dynamics,3,LT GENERAL WHEELER | Egypt suspends sabotage outside Israel | Hammarskjold rejects British ultimatum,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores military actions and diplomatic responses involving Egypt and Israel during a period of heightened tensions.
2281,COMMUNITY:2281,Soviet Influence in Egyptian Military Affairs,Cold War Military Alliances and Support,3,SOVIET BLOC [SUMATRA / SUKARNO] | Arrival of military vessels in Egypt | Delivery of military vessels to Egypt,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the Soviet Union's military support and influence in Egypt during the Cold War.
2296,COMMUNITY:2296,Protests and Military Dynamics in East Germany,Political Movements and Military Influence,3,Mass Demonstrations in East Germany | GENERAL ADIL SHIHAB | LEBANESE ARMY FA4DF43ED6,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community explores the intersection of mass protests and military involvement in East Germany's historical context.
2339,COMMUNITY:2339,Opposition Leaders' Deportation in South America,Political Repression and Media Dynamics,3,Deportation of opposition leaders | ARGENTINE NEWSPAPER | BRAZILIAN GOVERNMENT [PARAGUAY / URUGUAY],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community focuses on the deportation of opposition leaders and the role of media in South American politics.
2355,COMMUNITY:2355,Cold War Influence in Paraguay,Geopolitical Dynamics of the Cold War,3,USSR [PARAGUAY / COLORADO] | Arms demonstration in China | Opposition plotting against Stroessner,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the USSR's strategic involvement in Paraguay during the Cold War era.
174,COMMUNITY:174,Vietnamese and French Diplomatic Relations,Colonial Governance and Diplomatic Interactions,2,VIETNAMESE OFFICIALS | FRENCH OFFICIALS 35FEA0B46C,"{""CanonicalEntity"": 2}",This community focuses on the interactions between Vietnamese and French officials during the colonial period.
376,COMMUNITY:376,British Military Engagement in Disarmament Talks,Military Involvement in Diplomatic Efforts,2,BRITISH SERVICEMAN | Summit talks on disarmament,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on British servicemen's roles in disarmament discussions and related military diplomacy.
504,COMMUNITY:504,Theodore Blank's Coalition Dynamics,Regional Political Alliances and Influences,2,THEODORE BLANK | BONN COALITION 881A15DA76,"{""CanonicalEntity"": 2}",Explores the interactions and implications of Theodore Blank's coalition within regional politics.
506,COMMUNITY:506,B-29 Aircraft Incidents in the Far East,Military Aviation Events in the Pacific Theater,2,B-29 Downing | US FAR EAST AIR FORCE,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on incidents involving B-29 aircraft within the context of the US Far East Air Force operations.
563,COMMUNITY:563,Sino-Soviet Alliance Talks,Cold War Alliances and Rivalries,2,Talks between Khrushchev and Mao | USSR [MAO / GHOSH],"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on the diplomatic interactions between Khrushchev and Mao during the Cold War.
612,COMMUNITY:612,Marko Central Committee Dynamics,Regional Political Structures and Influence,2,MARKO | CENTRAL COMMITTEE 50A155A38F,"{""CanonicalEntity"": 2}",This community focuses on the interactions and influence of the Marko Central Committee within regional political contexts.
815,COMMUNITY:815,French NATO Resolutions and Diplomacy,International Security and Diplomatic Initiatives,2,French Resolution in NATO | NATO [JAKUB / BERMAN],"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on French contributions to NATO resolutions and broader diplomatic efforts in international security.
959,COMMUNITY:959,Taiwan Strait Air Operations,Regional Military Movements and Nationalism,2,Air Movements in Taiwan Strait | NATIONALIST HIGH COMMAND,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on air operations in the Taiwan Strait linked to nationalist military leadership.
1174,COMMUNITY:1174,Burmese Opposition Leaders' Assassination Events,Political Violence in Myanmar,2,Assassination of Burmese Opposition Leaders | BURMESE OPPOSITION LEADERS,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on the targeted killings of key figures in the Burmese opposition movement.
1321,COMMUNITY:1321,Rogelio's Communist Sabotage Network,Cold War Political Movements and Tactics,2,COMMUNISTS [ROGELIO / PERONISTAS] | Sabotage Discovery,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on the intersection of Rogelio's communism and sabotage activities during the Cold War.
1339,COMMUNITY:1339,Rebel Troop Concentration in Rosario,Regional Military Movements and Conflicts,2,Concentration of rebel troops | ROSARIO CONSTITUCION AREA,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community highlights the gathering of rebel forces in the Rosario Constitution area.
1382,COMMUNITY:1382,Austrian Government and Political Bloc Dynamics,Government Leadership and Political Structures,2,AUSTRIAN GOVERNMENT [INVESTIGATION / STATES] | BLOC [INVESTIGATION / STATES],"{""CanonicalEntity"": 2}",This community explores the interactions and decisions within the Austrian government and its political blocs.
1387,COMMUNITY:1387,Beijing's Role in Cease-fire Negotiations,Regional Diplomacy and Conflict Resolution,2,Beijing | Cease-fire discussion,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on Beijing's involvement in discussions aimed at achieving cease-fires in regional conflicts.
1419,COMMUNITY:1419,UN Defense Arrangements and Military Insights,International Security and Defense Dynamics,2,LIE | UN Defense Arrangements Discussion,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on discussions surrounding UN defense arrangements and their implications for military stability.
1432,COMMUNITY:1432,Cold War Trade Negotiations in the Far East,Geopolitical Strategies during the Cold War,2,Negotiation on Far East trade controls | USSR [BRITAIN / IRAN],"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on negotiations related to trade controls in the Far East during the Cold War era.
1475,COMMUNITY:1475,Regional Barter Initiatives in Asia,Economic Cooperation in Asian Regions,2,Barter proposal | ROK [CEYLON / KOREA],"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on barter proposals and economic interactions between Ceylon and Korea.
1627,COMMUNITY:1627,Naval Revolt Leadership in Brazil,Naval Conflicts and Leadership in Brazil,2,ADMIRAL PENNA BOTTO | Naval Revolt in Brazil,"{""CanonicalEntity"": 1, ""EventCluster"": 1}","This community focuses on the leadership and events surrounding the Naval Revolt in Brazil, particularly Admiral Penna Botto."
1763,COMMUNITY:1763,Turkish Military Discontent in the Menderes Era,Political Unrest in Mid-20th Century Turkey,2,MENDERES REGIME [146E] | Potential revolt by Turkish officers,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community explores the potential revolt among Turkish officers during the Menderes regime.
1767,COMMUNITY:1767,Political Dynamics in Turkish Elections,Government Leadership and Political Events,2,Turkish Elections | USSR [TURKEY / SYRIA] [D2F4],"{""CanonicalEntity"": 1, ""EventCluster"": 1}",Explores the interplay of political events and leadership during Turkish elections and their historical context with the USSR.
1768,COMMUNITY:1768,Turkish Military Intentions in Cold War Context,Cold War Military Strategies and Alliances,2,Potential Turkish Attack | USSR [TURKEY / SYRIA] [CD9C],"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community explores the implications of potential Turkish military actions during the Cold War era.
1769,COMMUNITY:1769,Cold War Diplomatic Proposals,Cold War Political Strategies and Communications,2,BRITISH PROPOSALS 55D1B186DA | SOVIET BROADCAST EB2A096E55,"{""CanonicalEntity"": 2}",This community focuses on diplomatic proposals and broadcasts during the Cold War era.
1836,COMMUNITY:1836,Israeli-Egyptian Conflict at Luxor Airport,Regional Conflicts and Military Engagements,2,Clash between Israeli and Egyptian forces | LUXOR AIRPORT,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on the military clash between Israeli and Egyptian forces at Luxor Airport.
1863,COMMUNITY:1863,MINDAN Community and Activities,Regional Engagements in MINDAN,2,MINDAN | DEMONSTRATION 75CE45BC3B,"{""CanonicalEntity"": 2}",This community focuses on the MINDAN region and its associated demonstrations and activities.
1984,COMMUNITY:1984,Vietnamese Political Discourse and Activism,Labor Movements and Political Dynamics,2,Discussion on Vietnamese situation | NATIONAL PROGRESSIVE UNION OF THE CENTER EPEK,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on discussions surrounding political activism and labor issues in Vietnam.
2018,COMMUNITY:2018,Crown Prince Badr's Diplomatic Engagements,Cold War Diplomacy and Alliances,2,Crown Prince Badr's Trip to Moscow | USSR [YEMEN / CZECHOSLOVAKIA],"{""CanonicalEntity"": 1, ""EventCluster"": 1}","This community explores Crown Prince Badr's diplomatic activities during the Cold War, particularly his trip to Moscow."
2058,COMMUNITY:2058,Soviet Diplomatic Engagements,Cold War Political Dynamics,2,USSR [HAKIM / PEIPING] | Visit to Moscow,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This community focuses on key diplomatic interactions involving the USSR during the Cold War era.
